회사명,거래소코드,회계년도,총자본회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),매출채권회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS)
(주)유티아이,179900,2017/12,0.85,1.37,2.23,194.93,1.64,1.97,9.96,13.03,2,1.04
(주)유티아이,179900,2018/12,0.67,0.83,3.52,106.09,1.18,1.49,5.81,9.97,1.87,0.91
(주)유티아이,179900,2019/12,0.82,0.99,4.76,138.59,1.53,1.92,7.59,9.08,2.22,1.2
(주)유티아이,179900,2020/12,0.61,0.78,2.85,169.1,1.09,1.25,8.71,3.03,1.84,0.82
(주)유티아이,179900,2021/12,0.18,0.25,0.69,77.51,0.32,0.35,3.34,0.72,0.62,0.22
(주)유티아이,179900,2022/12,0.04,0.09,0.09,25.19,0.08,0.08,1.06,0.36,0.17,0.06
(주)유틸렉스,263050,2015/12,,,,,,,,,,
(주)유틸렉스,263050,2016/12,0,0,0,0,0,0,0,0,0,0
(주)유틸렉스,263050,2017/12,0,0,0.02,0,0,0,0,0,0.01,0
(주)유틸렉스,263050,2018/12,0.01,0.01,0.05,0,0.01,0.01,0,352.28,0.02,0.01
(주)유틸렉스,263050,2019/12,0.01,0.01,0.04,0,0.01,0.01,0,35.63,0.02,0.01
(주)유틸렉스,263050,2020/12,0.02,0.03,0.07,0,0.04,0.04,0,161.05,0.07,0.03
(주)유틸렉스,263050,2021/12,0,0,0,0,0,0,0,6.78,0.01,0
(주)유틸렉스,263050,2022/12,0.01,0.01,0.02,0,0.01,0.01,0,8.23,0.02,0.01
(주)육일씨엔에쓰,191410,2011/12,,,,,,,,,,
(주)육일씨엔에쓰,191410,2012/12,,,,,,,,,,
(주)육일씨엔에쓰,191410,2013/12,3.01,9.18,4.48,47.14,5.77,7.53,24.66,24.64,7.38,2.91
(주)육일씨엔에쓰,191410,2014/12,1.88,6.48,2.65,16.85,3.43,4.28,17.32,10.71,6.05,1.69
(주)육일씨엔에쓰,191410,2015/12,1.26,3.13,2.1,13.28,2.45,2.91,15.34,8.54,4.94,1.3
(주)육일씨엔에쓰,191410,2016/12,0.66,1.44,1.21,4.49,1.26,1.62,5.64,7.54,2.96,0.71
(주)육일씨엔에쓰,191410,2017/12,1.25,4.02,1.81,3.63,1.94,2.7,6.86,5.86,9.03,1.03
(주)육일씨엔에쓰,191410,2018/12,0.63,1.69,1.01,2.17,1.03,1.34,4.51,2.06,5.42,0.55
(주)육일씨엔에쓰,191410,2019/12,0.48,0.93,0.99,4.08,0.99,1.15,6.79,1.5,3.65,0.52
(주)육일씨엔에쓰,191410,2020/12,0.46,1.14,0.77,3.94,0.98,1.1,9.08,1.42,3.38,0.45
(주)육일씨엔에쓰,191410,2021/12,0.27,0.84,0.4,3.37,0.4,0.4,250.36,1.41,3.63,0.2
(주)육일씨엔에쓰,191410,2022/12,0.15,0.29,0.31,4.95,0.24,0.24,184.95,6.18,19.07,0.13
(주)윤성에프앤씨,372170,2022/12,,,,,,,,,,
(주)율호,072770,2011/12,0.25,1.12,0.33,0,0.38,0.38,0,3.71,1.69,0.2
(주)율호,072770,2012/12,0.31,0.74,0.53,0,0.7,0.7,0,3.12,1.27,0.38
(주)율호,072770,2013/12,0.31,0.52,0.76,0,0.99,0.99,0,4,1.26,0.59
(주)율호,072770,2014/12,0.21,0.29,0.73,0,0.93,0.93,0,4.36,0.85,0.59
(주)율호,072770,2015/12,0.95,1.54,2.49,0,2.04,2.12,52.21,5.12,6.04,1.25
(주)율호,072770,2016/12,1.56,2.86,3.42,0,1.97,2.5,9.38,7.18,28.26,1.28
(주)율호,072770,2017/12,1.15,2.2,2.39,0,1.39,1.87,5.37,5.22,28.31,0.88
(주)율호,072770,2018/12,1.26,2.36,2.72,0,1.61,2.23,5.77,6.25,29.46,1.03
(주)율호,072770,2019/12,1.22,2.34,2.56,8.03,1.59,2.09,6.52,4.84,54.67,1.02
(주)율호,072770,2020/12,1.26,2.59,2.46,5.8,1.73,2,13.07,5.34,66.13,1.06
(주)율호,072770,2021/12,1.06,1.8,2.56,5.57,1.69,1.9,15.53,11.15,64.11,1.08
(주)율호,072770,2022/12,0.92,1.68,2.03,5.7,1.45,1.63,12.77,11,198.66,0.91
(주)이건홀딩스,039020,2011/12,0.55,1.37,0.91,4.67,1.82,2.11,13.28,3.61,1.82,0.78
(주)이건홀딩스,039020,2012/12,0.58,1.57,0.91,3.95,1.77,2.04,13.12,3.65,2.03,0.77
(주)이건홀딩스,039020,2013/12,0.56,1.52,0.88,3.93,1.78,2.06,12.85,3.96,1.95,0.79
(주)이건홀딩스,039020,2014/12,0.63,1.73,0.98,4.31,2.21,2.58,15.4,4.53,2.05,0.89
(주)이건홀딩스,039020,2015/12,0.57,1.53,0.92,3.89,2.22,2.68,13.09,4.73,1.61,0.8
(주)이건홀딩스,039020,2016/12,0.61,1.5,1.04,4.02,2.39,2.93,12.87,5.36,1.62,0.85
(주)이건홀딩스,039020,2017/12,0.22,0.4,0.5,2.1,1.22,1.48,6.98,2.79,0.93,0.43
(주)이건홀딩스,039020,2018/12,0.18,0.22,1.03,0,9.68,9.68,0,38.93,297.8,1.8
(주)이건홀딩스,039020,2019/12,0.06,0.07,0.38,0,4.09,4.09,0,14.65,11.6,0.72
(주)이건홀딩스,039020,2020/12,0.04,0.05,0.25,0,2.75,2.75,0,12.95,4.14,0.48
(주)이건홀딩스,039020,2021/12,0.08,0.09,0.51,0,4.73,4.73,0,21.27,11.36,0.92
(주)이건홀딩스,039020,2022/12,0.05,0.06,0.36,0,2.52,2.52,0,12.92,11.84,0.64
(주)이글루코퍼레이션,067920,2011/12,0.8,0.92,5.99,10.79,1.03,1.04,90.48,2.58,6.13,0.9
(주)이글루코퍼레이션,067920,2012/12,0.87,1.15,3.65,12.43,1.18,1.21,45.73,3.15,5.97,1.04
(주)이글루코퍼레이션,067920,2013/12,0.85,1.27,2.54,10.23,1.12,1.15,50.19,2.9,6.78,0.88
(주)이글루코퍼레이션,067920,2014/12,1,1.4,3.49,9.81,1.39,1.41,125.71,3.17,7.29,1.04
(주)이글루코퍼레이션,067920,2015/12,1.19,1.53,5.35,9.37,1.75,1.75,0,4.59,7.27,1.4
(주)이글루코퍼레이션,067920,2016/12,1.32,1.65,6.57,11.54,1.98,1.98,13822.89,7.47,13.86,1.57
(주)이글루코퍼레이션,067920,2017/12,1.29,1.53,7.98,14.65,1.98,1.98,600.69,11.02,50.71,1.59
(주)이글루코퍼레이션,067920,2018/12,1.22,1.43,8.29,17.41,1.66,1.67,444.17,12.84,44.48,1.39
(주)이글루코퍼레이션,067920,2019/12,1.3,1.55,8.16,16.4,1.62,1.62,1306,16.29,55.94,1.36
(주)이글루코퍼레이션,067920,2020/12,1.36,1.65,7.61,18.36,1.69,1.69,4733.83,19.08,38.56,1.41
(주)이글루코퍼레이션,067920,2021/12,1.25,1.6,5.66,15.88,2.14,2.15,464.46,16.22,34.97,1.6
(주)이글루코퍼레이션,067920,2022/12,1.19,1.55,5.11,11.43,2.75,2.77,515.08,16.06,42.74,1.82
(주)이글벳,044960,2011/12,0.81,1.01,4.05,26.21,1.54,2.36,4.41,3.27,1.76,1.15
(주)이글벳,044960,2012/12,0.72,0.94,3.16,25.59,1.36,2.04,4.11,2.88,1.59,0.99
(주)이글벳,044960,2013/12,0.68,0.98,2.19,23.02,1.33,1.99,3.98,3.14,1.42,0.98
(주)이글벳,044960,2014/12,0.59,0.87,1.81,30.61,1.47,2.26,4.19,4.28,0.99,1.16
(주)이글벳,044960,2015/12,0.59,0.84,1.96,40.18,1.75,3.1,4.01,5.37,0.91,1.27
(주)이글벳,044960,2016/12,0.64,0.92,2.09,38.65,1.8,3.54,3.67,5.43,1.05,1.19
(주)이글벳,044960,2017/12,0.71,1.07,2.11,19.2,1.78,3.72,3.42,5.58,1.27,1.12
(주)이글벳,044960,2018/12,0.63,0.91,2.06,13.45,1.5,3.41,2.66,4.92,1.18,0.98
(주)이글벳,044960,2019/12,0.75,0.98,3.13,23.32,1.68,3.52,3.22,5.63,1.46,1.24
(주)이글벳,044960,2020/12,0.86,1.1,3.83,29.75,1.81,3.01,4.53,5.5,1.9,1.4
(주)이글벳,044960,2021/12,0.8,1.03,3.6,16.99,1.62,2.44,4.83,5.44,2.09,1.25
(주)이글벳,044960,2022/12,0.81,1.04,3.68,14.27,1.64,2.7,4.19,5.87,2.26,1.25
(주)이노룰스,296640,2019/12,,,,,,,,,,
(주)이노룰스,296640,2020/12,0.82,1.5,1.8,86.56,1.38,1.38,0,4.35,2.96,0.82
(주)이노룰스,296640,2021/12,1.05,1.59,3.07,107.63,1.68,1.68,0,5.93,4.29,1.14
(주)이노룰스,296640,2022/12,0.6,0.71,4.19,63.45,0.97,0.97,0,7.01,3.97,0.82
(주)이노메트리,302430,2017/12,,,,,,,,,,
(주)이노메트리,302430,2018/12,0.51,0.63,2.71,8.89,0.59,0.59,129.57,8.51,5.61,0.48
(주)이노메트리,302430,2019/12,0.52,0.63,3.22,7.72,0.62,0.63,61.1,4.4,5.05,0.52
(주)이노메트리,302430,2020/12,0.35,0.41,2.53,5.08,0.47,0.47,39.04,2.3,2.02,0.4
(주)이노메트리,302430,2021/12,0.73,0.88,4.39,7.66,1.25,1.28,42.12,4.89,3.41,0.97
(주)이노메트리,302430,2022/12,1.01,1.33,4.17,6.23,1.58,1.7,22.02,7.56,5.26,1.15
(주)이노와이어리스,073490,2011/12,0.74,0.92,3.86,34.11,1.48,2.16,4.7,4.09,6.24,1.14
(주)이노와이어리스,073490,2012/12,0.74,0.85,5.51,36.09,1.39,1.93,4.99,4.4,6.02,1.2
(주)이노와이어리스,073490,2013/12,0.6,0.68,5.48,34.5,1.18,1.47,6.05,4.04,5.18,1.01
(주)이노와이어리스,073490,2014/12,0.46,0.53,3.57,21.35,1.09,1.23,9.75,3.23,1.58,0.85
(주)이노와이어리스,073490,2015/12,0.46,0.53,3.57,13.57,1.36,1.56,10.56,3.62,1.04,1
(주)이노와이어리스,073490,2016/12,0.48,0.55,3.96,24.75,1.58,1.83,11.38,4.13,1.09,1.14
(주)이노와이어리스,073490,2017/12,0.54,0.62,3.8,76.9,1.81,2.08,14.1,4.29,1.45,1.26
(주)이노와이어리스,073490,2018/12,0.51,0.63,2.61,31.57,1.57,1.78,13.16,3.94,1.71,1.16
(주)이노와이어리스,073490,2019/12,0.7,0.95,2.66,28.59,1.73,1.9,18.79,5.68,2.42,1.32
(주)이노와이어리스,073490,2020/12,0.62,0.78,3.06,28.18,1.47,1.59,19.25,5.43,2.33,1.12
(주)이노와이어리스,073490,2021/12,0.57,0.65,4.28,36.36,1.31,1.4,20.76,5.22,2.25,1.02
(주)이노와이어리스,073490,2022/12,0.58,0.67,4.02,47.93,1.19,1.27,18.96,5.4,2.71,0.94
(주)이노인스트루먼트,215790,2015/12,,,,,,,,,,
(주)이노인스트루먼트,215790,2016/12,,,,,,,,,,
(주)이노인스트루먼트,215790,2017/12,0.34,0.41,1.96,8.92,1.63,2.13,6.89,2.74,6.15,1.11
(주)이노인스트루먼트,215790,2018/12,0.25,0.36,0.81,9.09,1.13,1.49,4.68,2.29,5.45,0.79
(주)이노인스트루먼트,215790,2019/12,0.22,0.4,0.47,11.93,1,1.31,4.25,2.19,5.13,0.44
(주)이노인스트루먼트,215790,2020/12,0.08,0.11,0.29,6.94,0.46,0.53,3.26,1.02,3.22,0.18
(주)이노인스트루먼트,215790,2021/12,0.1,0.11,2.38,10.08,0.67,0.72,9.75,1.58,22.95,0.55
(주)이노인스트루먼트,215790,2022/12,0.23,0.25,2.71,3.88,1.12,1.4,5.64,2.79,73.52,0.82
(주)이노진,344860,2019/12,,,,,,,,,,
(주)이노진,344860,2020/12,1.64,2.28,5.78,68.78,2.71,3.95,8.64,9.2,4.9,1.89
(주)이노진,344860,2021/12,1.7,2.19,7.49,79.34,2.43,3.29,9.31,10.47,6.66,1.87
(주)이노진,344860,2022/12,1.25,1.5,7.41,107.2,1.62,2.22,6.03,8.91,6.93,1.34
(주)이노테라피,246960,2015/12,,,,,,,,,,
(주)이노테라피,246960,2016/12,0.01,0.02,0.1,0,0.03,0.03,1.44,22.57,0.03,0.03
(주)이노테라피,246960,2017/12,0.03,0.04,0.17,0,0.09,0.1,1.63,8.62,0.06,0.08
(주)이노테라피,246960,2018/12,0.06,0.08,0.36,0,0.11,0.12,3.13,4.85,0.17,0.11
(주)이노테라피,246960,2019/12,0.05,0.05,0.37,627.91,0.07,0.07,4.06,4.04,0.23,0.07
(주)이노테라피,246960,2020/12,0.03,0.04,0.18,167.83,0.07,0.07,3.7,3.87,0.16,0.06
(주)이노테라피,246960,2021/12,0.02,0.04,0.04,125.82,0.06,0.06,3.18,4.22,0.06,0.05
(주)이노테라피,246960,2022/12,0.01,0.03,0.02,30.92,0.04,0.04,1.5,3.53,0.03,0.04
(주)이녹스,088390,2011/12,1.01,2,2.03,18.41,1.94,3,5.52,4.52,2.36,1.17
(주)이녹스,088390,2012/12,1.03,2.06,2.08,26.46,2.15,3.18,6.59,5.26,2.16,1.22
(주)이녹스,088390,2013/12,1.11,1.85,2.8,36.65,2.31,3.18,8.52,6.19,2.25,1.36
(주)이녹스,088390,2014/12,0.78,1.11,2.65,35.31,1.78,2.27,8.39,5.12,1.5,1.11
(주)이녹스,088390,2015/12,0.72,1.1,2.09,29.77,2.02,2.54,9.8,5.41,1.51,1.27
(주)이녹스,088390,2016/12,0.74,1.28,1.76,19.78,1.99,2.49,9.92,4.86,1.91,1.2
(주)이녹스,088390,2017/12,0.01,0.02,0.03,0.43,0.04,0.05,0.29,0.13,0.06,0.02
(주)이녹스,088390,2018/12,0.05,0.06,0.21,0,0.38,0.38,0,43.44,262.63,0.26
(주)이녹스,088390,2019/12,0.06,0.08,0.25,0,0.79,0.79,0,32.48,159.88,0.32
(주)이녹스,088390,2020/12,0.05,0.07,0.17,0,0.97,0.97,0,24.66,84.26,0.27
(주)이녹스,088390,2021/12,0.11,0.15,0.48,0,2.57,2.57,0,58.55,196.79,0.98
(주)이녹스,088390,2022/12,0.1,0.12,0.48,0,2.06,2.06,0,58.06,166.51,0.74
(주)이녹스첨단소재,272290,2017/12,,,,,,,,,,
(주)이녹스첨단소재,272290,2018/12,0.98,2,1.92,18.23,1.88,2.41,8.53,6.82,2.37,1.25
(주)이녹스첨단소재,272290,2019/12,1.12,2.1,2.4,23.62,2.14,2.68,10.57,7.59,2.79,1.35
(주)이녹스첨단소재,272290,2020/12,1.04,1.65,2.8,22.25,2.05,2.57,10.06,6.02,2.58,1.3
(주)이녹스첨단소재,272290,2021/12,1.2,1.7,4.02,24.37,2.13,2.63,11.24,5,3.38,1.49
(주)이녹스첨단소재,272290,2022/12,0.97,1.24,4.34,29.69,1.62,2.03,8.22,4.17,2.97,1.21
(주)이라이콤,041520,2011/12,2.78,6.05,5.15,9.5,4.52,5.81,20.23,7.39,22.29,2.5
(주)이라이콤,041520,2012/12,2.36,4.31,5.21,9.71,3.48,4.16,21.27,6.11,21.11,2.15
(주)이라이콤,041520,2013/12,2.27,4.08,5.1,8.1,3.07,3.53,23.85,5.36,22.33,1.96
(주)이라이콤,041520,2014/12,1.72,2.99,4.05,5.47,2.27,2.53,22.51,3.74,18.38,1.49
(주)이라이콤,041520,2015/12,1.64,2.43,5.08,6.47,2.12,2.23,42.71,3.6,14.74,1.53
(주)이라이콤,041520,2016/12,0.84,1.19,2.86,3.49,1.02,1.06,30.45,2.05,7.06,0.77
(주)이라이콤,041520,2017/12,0.91,1.24,3.4,4.05,1.11,1.15,34.26,2.45,8.01,0.86
(주)이라이콤,041520,2018/12,1.03,1.54,3.14,3.72,1.26,1.29,49.28,2.03,10.43,0.92
(주)이라이콤,041520,2019/12,0.91,1.32,2.97,3.51,1.12,1.15,51.96,1.87,9.15,0.83
(주)이라이콤,041520,2020/12,0.9,1.03,6.97,9.08,1.24,1.26,71.6,3.32,7.21,1.07
(주)이라이콤,041520,2021/12,0.66,0.75,5.61,7.32,0.97,0.98,72.89,2.95,5.41,0.84
(주)이라이콤,041520,2022/12,0.48,0.53,4.41,6.32,0.73,0.73,78.37,2.59,3.69,0.64
(주)이랜시스,264850,2017/12,,,,,,,,,,
(주)이랜시스,264850,2018/12,,,,,,,,,,
(주)이랜시스,264850,2019/12,0.88,1.67,1.87,9.4,1.44,1.65,11.42,2.58,3.29,0.97
(주)이랜시스,264850,2020/12,0.96,1.69,2.22,10.72,1.56,1.79,12.29,2.79,3.6,1.11
(주)이랜시스,264850,2021/12,0.99,1.58,2.64,10.37,1.78,2.12,10.93,2.92,2.98,1.25
(주)이랜시스,264850,2022/12,1.02,1.49,3.26,11.31,2.12,2.66,10.44,3.24,2.8,1.41
(주)이랜텍,054210,2011/12,1.75,3.82,3.22,18.73,2.81,3.4,16.05,5.38,14.25,1.57
(주)이랜텍,054210,2012/12,1.88,4.36,3.31,18.84,3.12,3.65,21.42,4.6,13.52,1.71
(주)이랜텍,054210,2013/12,1.83,4.14,3.27,18.2,3.09,3.42,31.7,4.54,11.92,1.69
(주)이랜텍,054210,2014/12,1.12,2.37,2.12,11.9,1.9,2.01,33.03,2.85,7.55,1.05
(주)이랜텍,054210,2015/12,1.16,2.24,2.38,17.21,2.05,2.13,50.14,2.89,7.99,1.16
(주)이랜텍,054210,2016/12,0.86,1.46,2.08,16.41,1.61,1.67,42.49,2.14,6.25,0.97
(주)이랜텍,054210,2017/12,0.63,1,1.72,16.33,1.33,1.42,19.8,1.85,4.6,0.81
(주)이랜텍,054210,2018/12,0.4,0.65,1.03,10.54,0.88,0.96,9.64,1.31,3.09,0.52
(주)이랜텍,054210,2019/12,0.55,0.91,1.42,16.14,1.18,1.27,15.29,1.92,4.36,0.71
(주)이랜텍,054210,2020/12,0.61,1,1.56,14.37,1.33,1.43,19.85,2.42,4.37,0.79
(주)이랜텍,054210,2021/12,1.09,1.77,2.86,12.22,2.26,2.46,28.14,4.09,7.32,1.37
(주)이랜텍,054210,2022/12,1.66,2.75,4.17,16.86,3.13,3.52,28.4,5.5,9.65,1.94
(주)이루다,164060,2016/12,,,,,,,,,,
(주)이루다,164060,2017/12,0.89,1.42,2.35,16.52,1.58,3.26,3.07,5.28,2.29,1.01
(주)이루다,164060,2018/12,1.05,1.73,2.69,22.47,1.76,3.75,3.31,6.87,2.98,1.23
(주)이루다,164060,2019/12,1,1.67,2.46,17.21,1.56,3.5,2.81,7.82,3.15,1.13
(주)이루다,164060,2020/12,0.61,0.93,1.73,11.68,0.92,1.56,2.26,7.38,2.08,0.69
(주)이루다,164060,2021/12,0.55,0.96,1.28,13.75,0.81,1.11,2.99,7.09,2.3,0.6
(주)이루다,164060,2022/12,0.63,1.14,1.4,15.57,1.01,1.44,3.35,6.22,2.28,0.67
(주)이루온,065440,2011/12,0.71,1.15,1.86,8.88,1.55,1.55,0,3.2,31.91,0.94
(주)이루온,065440,2012/12,0.37,0.67,0.81,5.35,0.88,0.88,0,2,1.87,0.51
(주)이루온,065440,2013/12,0.59,1.25,1.11,6.37,1.5,1.5,0,3.57,1.74,0.85
(주)이루온,065440,2014/12,0.51,1.26,0.87,5.04,1.35,1.35,0,3.63,1.5,0.64
(주)이루온,065440,2015/12,0.62,1.88,0.93,5.34,1.66,1.66,820.88,3.61,1.74,0.71
(주)이루온,065440,2016/12,0.56,1.3,0.99,7.37,1.46,1.46,745.59,3.16,1.6,0.74
(주)이루온,065440,2017/12,0.32,0.61,0.7,8.62,0.84,0.84,0,2.51,0.93,0.46
(주)이루온,065440,2018/12,0.38,0.61,0.98,4.53,0.78,0.78,0,2.16,1.34,0.51
(주)이루온,065440,2019/12,0.43,0.62,1.42,5.49,0.78,0.78,0,2.24,1.87,0.55
(주)이루온,065440,2020/12,0.44,0.62,1.47,7.54,0.76,0.76,0,3.06,1.98,0.54
(주)이루온,065440,2021/12,0.38,0.55,1.28,8.12,0.65,0.65,0,3.88,1.84,0.45
(주)이루온,065440,2022/12,0.37,0.5,1.38,9.29,0.61,0.61,0,5.35,2.06,0.44
(주)이매진아시아,036260,2011/12,1.29,3.23,2.16,0,3.73,3.73,0,17.54,80.37,1.45
(주)이매진아시아,036260,2012/12,0.58,1.02,1.38,0,0.94,0.95,217.45,4.88,66.19,0.59
(주)이매진아시아,036260,2013/12,0.56,0.99,1.26,0,0.83,0.84,159.07,8.71,104.78,0.5
(주)이매진아시아,036260,2014/12,0.57,1.21,1.1,27.08,0.93,0.93,614.21,9.56,127.91,0.5
(주)이매진아시아,036260,2015/12,0.78,1.43,1.73,42.64,1.18,1.18,0,11.63,135.06,0.7
(주)이매진아시아,036260,2016/12,0.66,0.86,2.8,0,1.12,1.12,0,22.25,58.8,0.81
(주)이매진아시아,036260,2017/12,0.22,0.25,1.78,39.14,0.62,0.62,0,10.1,17.28,0.47
(주)이매진아시아,036260,2018/12,0.6,0.66,6.25,86.1,1.4,1.4,0,21.65,45.52,1.15
(주)이매진아시아,036260,2019/12,0.36,0.44,2.17,751.58,0.49,0.49,0,29.76,11.13,0.41
(주)이미지스테크놀로지,115610,2011/12,0.5,0.55,6.02,110.49,0.57,0.62,7.05,20.55,66.81,0.52
(주)이미지스테크놀로지,115610,2012/12,0.47,0.52,4.95,45.78,0.53,0.63,3.42,23.37,43.4,0.49
(주)이미지스테크놀로지,115610,2013/12,0.88,1,7.38,13.72,1.06,1.48,3.76,9.69,43.69,0.95
(주)이미지스테크놀로지,115610,2014/12,1.37,1.63,8.39,11.85,1.68,2.55,4.87,11.93,55.99,1.42
(주)이미지스테크놀로지,115610,2015/12,1.33,1.56,9.25,11.65,1.58,2.46,4.38,21.74,73.55,1.36
(주)이미지스테크놀로지,115610,2016/12,1.23,1.38,11.52,13.73,1.46,2.07,4.9,21.82,91.93,1.29
(주)이미지스테크놀로지,115610,2017/12,0.78,0.85,9.3,11.34,0.96,1.25,4.2,14.45,80.66,0.87
(주)이미지스테크놀로지,115610,2018/12,0.59,0.63,9.05,12.36,0.76,1,3.09,16.24,93.11,0.7
(주)이미지스테크놀로지,115610,2019/12,1.02,1.15,8.86,13.54,1.23,1.56,5.91,24.48,152.26,1.08
(주)이미지스테크놀로지,115610,2020/12,1.45,1.86,6.57,10.32,1.67,2.4,5.44,25.01,90.88,1.33
(주)이미지스테크놀로지,115610,2021/12,1.98,2.65,7.74,13.95,2.34,4.26,5.21,14.35,150.41,1.81
(주)이미지스테크놀로지,115610,2022/12,1.56,2.3,4.83,13.62,1.85,3.19,4.42,10.13,468.23,1.4
(주)이브이첨단소재,131400,2011/12,1.6,2.47,4.55,9.11,3.32,4.49,12.65,7.02,4,2.04
(주)이브이첨단소재,131400,2012/12,1.24,2.09,3.02,7.02,2.31,3.17,8.49,6.5,3.3,1.34
(주)이브이첨단소재,131400,2013/12,1.22,2.14,2.85,9.49,2.42,3.68,7.1,9.59,2.88,1.39
(주)이브이첨단소재,131400,2014/12,0.97,1.62,2.4,8.37,2.3,3.88,5.62,8.2,1.93,1.36
(주)이브이첨단소재,131400,2015/12,0.89,1.57,2.05,8.21,2.71,4.51,6.76,6.61,1.54,1.37
(주)이브이첨단소재,131400,2016/12,1,1.94,2.05,10.15,3.11,3.96,14.45,6.36,1.71,1.32
(주)이브이첨단소재,131400,2017/12,1.2,2.39,2.42,7.78,3.14,3.8,17.92,6.49,2.27,1.41
(주)이브이첨단소재,131400,2018/12,0.94,1.76,2.03,6.21,2.43,2.96,13.65,6.43,1.77,1.14
(주)이브이첨단소재,131400,2019/12,0.75,1.25,1.88,9.01,2.47,2.94,15.33,10.27,1.49,1.14
(주)이브이첨단소재,131400,2020/12,0.49,0.88,1.12,6.79,1.22,1.34,13.04,6.26,1.34,0.61
(주)이브이첨단소재,131400,2021/12,0.54,1.16,1.02,10.18,1.39,1.5,18.53,4.54,2,0.61
(주)이브이첨단소재,131400,2022/12,0.46,0.87,0.97,12.63,1.52,1.65,19.85,3.08,1.85,0.63
(주)이상네트웍스,080010,2011/12,0.79,0.9,6.5,58.05,1.64,2.13,7.2,6.28,4.61,1.31
(주)이상네트웍스,080010,2012/12,0.55,0.6,6.59,55.27,1.21,1.53,5.84,5.37,3.17,1.02
(주)이상네트웍스,080010,2013/12,0.45,0.49,5.6,47.25,1.12,1.4,5.67,4.47,2.67,0.94
(주)이상네트웍스,080010,2014/12,0.62,0.69,6.45,47.75,1.66,2.22,6.6,4.67,3.91,1.33
(주)이상네트웍스,080010,2015/12,0.47,0.52,4.98,44.08,1.24,1.68,4.77,3.62,3.09,1
(주)이상네트웍스,080010,2016/12,0.46,0.51,5.03,82.03,1.32,1.75,5.45,5.07,3.2,1.05
(주)이상네트웍스,080010,2017/12,0.53,0.58,5.78,103.6,1.57,2.02,6.91,6.89,3.66,1.24
(주)이상네트웍스,080010,2018/12,0.39,0.53,1.56,85.29,1.28,1.69,5.21,7.34,1.33,0.91
(주)이상네트웍스,080010,2019/12,0.21,0.31,0.6,40.68,0.59,0.78,2.51,5.1,0.73,0.36
(주)이상네트웍스,080010,2020/12,0.2,0.29,0.72,35.08,0.58,0.81,2.05,5.77,1.01,0.34
(주)이상네트웍스,080010,2021/12,0.26,0.34,1.18,36.75,0.85,1.29,2.53,7.33,1.26,0.54
(주)이상네트웍스,080010,2022/12,0.28,0.35,1.3,20.69,0.98,1.52,2.75,6.23,1.57,0.62
(주)이수앱지스,086890,2011/12,0.21,0.28,0.79,47.26,0.29,0.34,2.08,3.7,1.91,0.26
(주)이수앱지스,086890,2012/12,0.21,0.37,0.47,47.1,0.38,0.44,2.61,3.9,1.11,0.34
(주)이수앱지스,086890,2013/12,0.18,0.45,0.32,30.21,0.32,0.38,1.98,4.73,0.87,0.26
(주)이수앱지스,086890,2014/12,0.14,0.36,0.22,32.84,0.23,0.32,0.8,3.42,0.61,0.16
(주)이수앱지스,086890,2015/12,0.19,0.36,0.42,91.47,0.31,0.45,0.94,4.72,1.01,0.21
(주)이수앱지스,086890,2016/12,0.3,0.42,1.01,36.34,0.46,0.68,1.44,6.59,1.69,0.35
(주)이수앱지스,086890,2017/12,0.29,0.37,1.3,15.29,0.44,0.67,1.28,6.04,1.63,0.36
(주)이수앱지스,086890,2018/12,0.23,0.28,1.3,9.43,0.36,0.58,0.94,4.39,1.1,0.31
(주)이수앱지스,086890,2019/12,0.26,0.37,0.88,12.67,0.42,0.68,1.1,3.8,1.19,0.38
(주)이수앱지스,086890,2020/12,0.29,0.52,0.67,18.33,0.48,0.76,1.3,3.66,1.43,0.43
(주)이수앱지스,086890,2021/12,0.24,0.49,0.47,22.42,0.48,0.72,1.46,3.29,1.64,0.44
(주)이수앱지스,086890,2022/12,0.29,0.6,0.54,26.71,0.56,0.68,3.15,3.77,2.56,0.37
(주)이스트소프트,047560,2011/12,0.5,0.89,1.14,0,1.32,1.32,0,5.01,1.28,0.9
(주)이스트소프트,047560,2012/12,0.33,0.68,0.66,0,1.12,1.12,0,3.92,0.75,0.77
(주)이스트소프트,047560,2013/12,0.31,0.68,0.59,0,1.31,1.31,0,4.66,0.7,0.83
(주)이스트소프트,047560,2014/12,0.3,0.62,0.57,0,1.37,1.37,0,5.99,0.66,0.65
(주)이스트소프트,047560,2015/12,0.32,0.6,0.67,0,1.37,1.37,0,5.9,0.72,0.71
(주)이스트소프트,047560,2016/12,0.25,0.49,0.51,0,1.03,1.03,0,4.81,0.61,0.8
(주)이스트소프트,047560,2017/12,0.25,0.54,0.45,0,1.1,1.1,0,5.34,0.7,0.58
(주)이스트소프트,047560,2018/12,0.25,0.58,0.44,0,1.34,1.34,0,6.06,0.72,0.52
(주)이스트소프트,047560,2019/12,0.2,0.47,0.35,0,1.22,1.22,0,7.45,0.48,0.46
