회사명,거래소코드,회계년도,매출액총이익률(IFRS연결),매출액순이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),기업순이익률(IFRS연결),R & D 투자효율(IFRS연결),금융비용 대 총비용비율(IFRS연결),이자부담률(IFRS연결),1주당매출액(IFRS연결),1주당순이익(IFRS연결),1주당 CASH FLOW(IFRS연결),1주당정상영업이익(IFRS연결)
(주)한화갤러리아타임월드,027390,2012/12,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2013/12,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2014/12,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2015/12,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2016/12,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2017/12,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2018/12,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2019/12,,,,,,,,,,,,,,,
(주)허메스홀딩스,012400,2011/12,-0.66,-144.14,-42.97,-104.79,100.66,216.52,0,-35.1,0,10.63,13.35,312.06,-483,-115.32,-351.07
(주)현대그린푸드,005440,2011/12,14.14,6.47,5.56,7.3,85.86,95.36,0,4.7,0,-1.05,-3.52,13683.74,989,694.32,657.58
(주)현대그린푸드,005440,2012/12,14.11,5.19,4.64,6.24,85.89,95.04,0,3.91,0,-0.85,-2.78,15931.54,919,600.33,790.52
(주)현대그린푸드,005440,2013/12,13.17,5.19,4.92,6.64,86.83,96.13,0.01,4.3,0,-0.68,-2.36,18042.12,1041,548.83,698.9
(주)현대그린푸드,005440,2014/12,12.99,4.98,5.15,6.99,87.01,96.02,0.01,4.56,0,-0.59,-2.22,20120.46,1118,638.18,800.13
(주)현대그린푸드,005440,2015/12,13.44,4.33,4.77,6.4,86.56,95.84,0.02,4.19,0,-0.55,-2.25,21623.98,1040,552.18,899.76
(주)현대그린푸드,005440,2016/12,13.99,4.17,5.09,6.39,86.01,95.83,0.05,4.64,0,-0.38,-1.74,25809.95,1087,1775.71,1076.49
(주)현대그린푸드,005440,2017/12,14.27,4.79,4.88,7.12,85.73,96.56,0.08,4.35,0,-0.53,-1.97,25935.02,1299,1089.23,891.29
(주)현대그린푸드,005440,2018/12,17.52,3.91,4.52,6.1,82.48,95.78,0.38,4.08,0,-0.39,-1.68,33281.39,1181,976.66,1404.51
(주)현대그린푸드,005440,2019/12,17.22,2.05,2.2,3.2,82.78,97.12,0.27,1.76,0,-0.42,-1.63,31977.44,628,1813.29,919.98
(주)현대그린푸드,005440,2020/12,17.01,2.52,2.7,4.07,82.99,97.57,0.27,2.33,0,-0.35,-1.29,33145.76,815,1713.51,804.18
(주)현대그린푸드,005440,2021/12,16.77,1.19,1.34,2.41,83.23,98.32,0.28,0.98,0,-0.31,-1.23,35679.84,498,157.39,599.93
(주)현대그린푸드,005440,2022/12,16.33,1.08,1.34,3.06,83.67,98.47,0.32,1.01,0,-0.26,-1.11,40153.51,640,83.33,614.41
(주)현대리바트,079430,2011/12,18,1.34,2.11,3.89,82,98.8,0.91,2.03,0,-0.05,-0.17,30192.06,430,512.6,534.6
(주)현대리바트,079430,2012/12,18.44,0.72,1.08,1.93,81.56,99.37,0.93,1.02,0,-0.04,-0.15,29251.43,215,769.88,185.52
(주)현대리바트,079430,2013/12,19.45,1.31,2.2,3.81,80.55,97.69,0.6,2.03,0,-0.11,-0.42,32127.54,432,1069.91,742.96
(주)현대리바트,079430,2014/12,21.7,4.19,7.95,13.08,78.3,94.68,1.39,7.62,0,-0.18,-0.84,37242.43,1600,1434.78,1981.24
(주)현대리바트,079430,2015/12,22.95,4.15,7.96,12.41,77.05,94.19,1.2,7.74,0,-0.12,-0.62,40216.88,1712,858.83,2337.22
(주)현대리바트,079430,2016/12,23.23,4.51,8.3,12.68,76.77,94.27,0.99,8.14,0,-0.09,-0.48,42617.3,1969,315.87,2442.04
(주)현대리바트,079430,2017/12,22.27,4.16,6.7,10.69,77.73,94.46,0.99,6.58,0,-0.08,-0.34,51467.69,2163,1218.34,2853.87
(주)현대리바트,079430,2018/12,17.05,2.88,5.71,9.03,82.95,96.44,0.81,5.52,0,-0.1,-0.51,65823.46,1933,331.25,2343.89
(주)현대리바트,079430,2019/12,17.26,1.57,2.72,4.3,82.74,98.07,0.58,2.63,0,-0.05,-0.24,60265.69,968,4657.59,1163
(주)현대리바트,079430,2020/12,18.06,1.92,3.42,5.66,81.94,97.31,0.54,3.46,0,0.03,0.11,67426.86,1322,5133.38,1811.34
(주)현대리바트,079430,2021/12,18.47,0.96,1.62,2.78,81.53,98.56,0.52,1.69,0,0.04,0.18,68496.71,671,-992.19,985.66
(주)현대리바트,079430,2022/12,14.28,-3.39,-5.91,-10.95,85.72,101.87,0.55,-5.73,0,0.1,0.4,72835.67,-2524,-2077.74,-1358.41
(주)현대미포조선,010620,2011/12,14.04,4.38,2.33,5.46,85.96,91.83,0.11,1.42,0,-1.7,-1.62,231192.88,10201,-29032.26,18892.47
(주)현대미포조선,010620,2012/12,8.09,1.96,1.11,3.02,91.91,97.9,0.12,0.55,0,-0.96,-1,220767.55,4928,-36620.22,4635.29
(주)현대미포조선,010620,2013/12,0.08,-6.7,-2.98,-7.58,99.92,106.9,0.08,-3.27,0,-0.58,-0.46,199291.73,-12137,-32683.38,-13758.06
(주)현대미포조선,010620,2014/12,-13.42,-17.12,-6.7,-25.88,113.42,121.87,0,-6.86,0,-0.32,-0.21,198373.87,-32296,20288.42,-43386.15
(주)현대미포조선,010620,2015/12,8.73,0.55,0.26,2.2,91.27,98.57,0.07,0.35,0,0.18,0.11,232621.58,1935,-60629.2,3328.67
(주)현대미포조선,010620,2016/12,13.06,0.94,0.42,1.81,86.94,95.08,0.08,0.66,0,0.49,0.3,210977.61,1734,26484.05,10375.51
(주)현대미포조선,010620,2017/12,8.5,18.14,5.07,20.05,91.5,95.6,0.09,5.32,0,0.82,0.33,122671.65,21910,-33966.46,5397.44
(주)현대미포조선,010620,2018/12,7.14,5.02,2.05,3.77,92.86,97.05,0.09,2.15,0,0.24,0.17,120150.81,2132,25927.21,3544.81
(주)현대미포조선,010620,2019/12,6.38,2.04,1.79,2.31,93.62,96.91,0.07,1.74,0,-0.05,-0.14,74960.94,1335,-1812.55,2318.87
(주)현대미포조선,010620,2020/12,4.71,-0.44,-0.35,-0.84,95.29,98.69,0.04,-0.31,0,0.05,0.13,69901.37,-489,6409.44,918.58
(주)현대미포조선,010620,2021/12,-4.19,-5.55,-4.28,-7.11,104.19,107.53,0.04,-4.48,0,-0.22,-0.51,72284.85,-4004,1743,-5441
(주)현대미포조선,010620,2022/12,0.35,-1.18,-1.01,-2.07,99.65,102.93,0,-1.21,0,-0.2,-0.4,93056.11,-1118,5217.72,-2730.6
(주)현대백화점,069960,2011/12,82.8,27.41,9.14,15.44,17.2,70.94,3.39,9.24,0,0.45,0.28,61495.65,15183,14824.23,19235.4
(주)현대백화점,069960,2012/12,83.47,23.97,7.2,12.4,16.53,71.95,3.14,7.06,0,-0.62,-0.35,64949.33,13974,18450.26,18215.53
(주)현대백화점,069960,2013/12,84.17,22.01,6.14,10.36,15.83,74.36,2.93,5.99,0,-0.68,-0.38,65537.39,12975,14799.63,16802.99
(주)현대백화점,069960,2014/12,83.43,18.75,5.16,8.57,16.57,76.57,2.67,5.01,0,-0.65,-0.41,66311.92,11652,17028.8,15539.2
(주)현대백화점,069960,2015/12,84.11,16.91,4.73,7.2,15.89,78.1,3.02,4.74,0,0.03,0.02,70802.87,10554,17140.79,15503.78
(주)현대백화점,069960,2016/12,82.79,17.53,5.04,7.72,17.21,79.08,3.09,5.13,0,0.38,0.26,78273.96,12101,18887.65,16372.93
(주)현대백화점,069960,2017/12,83.12,16.35,4.52,6.63,16.88,78.7,2.89,4.56,0,0.16,0.11,78972.12,11242,18683.28,16821.69
(주)현대백화점,069960,2018/12,81.18,15.43,4.18,5.91,18.82,80.85,2.87,4.14,0,-0.17,-0.12,79573.14,10594,18601.67,15240.25
(주)현대백화점,069960,2019/12,73.98,11.05,3.33,4.64,26.02,86.71,2.08,3.37,0,0.15,0.12,93962.41,8639,16130.17,12487.79
(주)현대백화점,069960,2020/12,62.83,4.62,1.29,1.65,37.17,94.02,1.69,1.46,0,0.64,0.45,97133.11,3172,11082.95,5805.55
(주)현대백화점,069960,2021/12,65.51,6.53,2.64,4.36,34.49,92.6,1.32,2.82,0,0.47,0.43,152652.16,8652,21372.32,11296.48
(주)현대백화점,069960,2022/12,66.56,3.71,1.77,3.2,33.44,93.6,1.55,2.15,0,0.81,0.84,214256.44,6593,20912,13713.47
(주)현대퓨처넷,126560,2011/12,43.96,17.96,7.66,10.7,56.04,79.09,0.28,7.62,0,-0.12,-0.14,2305.04,492,901.01,523.96
(주)현대퓨처넷,126560,2012/12,46.47,20.24,9.45,11.98,53.53,76.28,0.22,8.96,0,-1.35,-2.31,2552.39,616,951.22,605.38
(주)현대퓨처넷,126560,2013/12,41.93,18.09,9.16,10.67,58.07,81.76,0.34,8.33,0,-1.96,-5.81,2803.18,477,882.71,511.39
(주)현대퓨처넷,126560,2014/12,41.85,15.22,7.44,8.42,58.15,81.45,0.33,6.63,0,-2,-6.96,2446.72,408,812.42,453.83
(주)현대퓨처넷,126560,2015/12,40.5,13.12,5.91,6.61,59.5,84.42,0.44,5.15,0,-1.97,-7.88,2698.96,343,753.75,420.52
(주)현대퓨처넷,126560,2016/12,39.81,15.61,6.79,7.37,60.19,83.14,0.35,6.12,0,-1.83,-7.58,2707.46,412,893.99,456.4
(주)현대퓨처넷,126560,2017/12,39.96,15,6.11,6.71,60.04,83.03,0.32,5.35,0,-2.22,-8.39,2571.27,395,772.32,436.38
(주)현대퓨처넷,126560,2018/12,38.61,13.78,5.27,5.77,61.39,83.87,0.32,4.46,0,-2.51,-9.32,2566.86,362,560.32,414.06
(주)현대퓨처넷,126560,2019/12,36.76,12.91,4.74,5.19,63.24,86.07,0.26,4.04,0,-2.21,-8.09,2594.57,343,728.7,361.46
(주)현대퓨처넷,126560,2020/12,30.87,-13.11,-4.47,-4.11,69.13,92.9,0.25,-4.52,0,-0.18,-0.37,2728.57,-267,181.91,193.77
(주)현대퓨처넷,126560,2021/12,31.63,62.27,8.39,12.78,68.37,94.58,0.42,8.43,0,0.24,0.22,1211.06,846,723.63,65.66
(주)현대퓨처넷,126560,2022/12,30.81,-1.81,-0.29,-0.71,69.19,93.83,0.28,-0.22,0,0.36,0.5,1388.65,-49,-828.49,85.7
(주)현대홈쇼핑,057050,2011/12,96.99,21.35,14.5,18.97,3.01,78.79,23.9,11.41,0,-5.77,-13.15,59300.06,12659,11510.58,12710.23
(주)현대홈쇼핑,057050,2012/12,,,,,,,,,,,,,,,
(주)현대홈쇼핑,057050,2013/12,,,,,,,,,,,,,,,
(주)현대홈쇼핑,057050,2014/12,,,,,,,,,,,,,,,
(주)현대홈쇼핑,057050,2015/12,91.55,12.4,6.67,8.19,8.45,88.33,28.71,5.38,0,-2.68,-6.91,74664.88,9381,7090.25,8713.83
(주)현대홈쇼핑,057050,2016/12,90.5,13.35,7.25,9.21,9.5,88.52,28.92,6.2,0,-2.19,-4.99,80786.19,10932,8160.03,9274.01
(주)현대홈쇼핑,057050,2017/12,87.62,11.74,6.48,8.16,12.38,87.99,26.83,5.48,0,-2.04,-4.86,86927.51,10473,2326.01,10444.04
(주)현대홈쇼핑,057050,2018/12,72.97,16.37,7.53,10.32,27.03,88.96,28.78,6.74,0,-1.92,-2.93,84810,14252,164.12,9359.93
(주)현대홈쇼핑,057050,2019/12,46.68,4.04,3.29,4.87,53.32,93.67,15.28,3.22,0,-0.09,-0.21,171697.24,7116,2703.62,10862.02
(주)현대홈쇼핑,057050,2020/12,47.28,5.27,4.34,6.4,52.72,92.76,14.62,4.15,0,-0.24,-0.58,178337.71,9814,19298.72,12907.01
(주)현대홈쇼핑,057050,2021/12,44.74,4.6,3.84,5.53,55.26,94.19,14.79,3.64,0,-0.25,-0.66,184156.06,8881,7492.67,10707.24
(주)현대홈쇼핑,057050,2022/12,43.77,4.11,3.21,4.49,56.23,94.74,15.81,3.27,0,0.08,0.2,175138.96,7541,-4492.39,9220.08
(주)혜인,003010,2011/12,18.5,1.03,1.01,3.61,81.5,100.07,0.14,1.98,0,0.97,2.2,15737.39,380,231.27,365.48
(주)혜인,003010,2012/12,12.51,-3.07,-2.72,-4.07,87.49,101.43,0.25,-1.31,0,1.5,2.72,16021.58,-417,-2884.94,-229.34
(주)혜인,003010,2013/12,14.46,-2.95,-2.81,-4.56,85.54,99.68,0.42,-1.19,0,1.62,2.8,18014.04,-437,2143.32,57.18
(주)혜인,003010,2014/12,16.73,0.42,0.45,1.39,83.27,97.03,0.36,2.2,0,1.62,2.9,20443.07,128,-1919.77,607.9
(주)혜인,003010,2015/12,14.8,-1.68,-1.82,-3.23,85.2,99.03,0.13,-0.19,0,1.47,2.63,20986.86,-293,2406.27,202.99
(주)혜인,003010,2016/12,15.52,0.14,0.13,0.94,84.48,97.55,0.14,1.67,0,1.69,2.53,16597.08,84,171.68,406.91
(주)혜인,003010,2017/12,14.17,0.54,0.55,1.99,85.83,98.94,0.1,2.43,0,1.77,3.12,18684.39,178,-1653.25,197.6
(주)혜인,003010,2018/12,16.13,-0.35,-0.33,-0.3,83.87,97.15,0.1,1.4,0,1.8,2.89,17048.02,-26,236.05,485.38
(주)혜인,003010,2019/12,15.33,1.63,1.9,4.55,84.67,95.48,0.05,3.85,0,1.68,3.36,20519.4,412,2082.46,928.49
(주)혜인,003010,2020/12,15.71,2.21,2.26,4.97,84.29,95.95,0.05,3.53,0,1.26,2.33,17112.03,484,1509.11,693.73
(주)혜인,003010,2021/12,17.06,2.38,2.43,4.98,82.94,95.61,0.05,2.96,0,0.52,1.05,16232.19,507,1856.24,712.97
(주)혜인,003010,2022/12,,,,,,,,,,,,,,,
(주)호텔신라,008770,2011/12,0,3.12,4.36,9.58,0,94.58,0.32,5.32,0,0.7,1.76,44959.26,0,524.17,2438.08
(주)호텔신라,008770,2012/12,0,4.55,6.89,15.65,0,94.18,0.45,7.53,0,0.44,1.15,55490.96,2566,3631.58,3231.58
(주)호텔신라,008770,2013/12,0,0.47,0.66,1.58,0,96.23,0.48,1.09,0,0.3,0.73,57424.96,274,3813.17,2164.16
(주)호텔신라,008770,2014/12,0,2.53,4.06,10.43,0,95.22,0.6,4.59,0,0.34,0.87,72724.43,1866,3052.48,3474.5
(주)호텔신라,008770,2015/12,0,0.57,0.91,2.51,0,97.63,0.61,1.8,0,0.57,1.41,81291.99,469,3049.85,1928.76
(주)호텔신라,008770,2016/12,0,0.75,1.32,3.96,0,97.87,0.46,2.14,0,0.47,1.24,92882.78,729,3020.57,1974.14
(주)호텔신라,008770,2017/12,0,0.63,1.18,3.81,0,98.18,0.31,1.87,0,0.37,1,100287.5,667,5178.99,1827.15
(주)호텔신라,008770,2018/12,0,2.34,4.84,15.41,0,95.56,0.31,5.18,0,0.17,0.49,117841.83,2913,3846.68,5227.63
(주)호텔신라,008770,2019/12,0,2.96,5.81,20.16,0,94.83,0.34,6.75,0,0.49,1.32,142932.66,4483,10093.04,7396.5
(주)호텔신라,008770,2020/12,0,-8.89,-8.83,-36.74,0,105.81,0.18,-7.68,0,1.02,1.51,79701.63,-7487,-1291.68,-4632
(주)호텔신라,008770,2021/12,0,0.72,0.98,4.51,0,96.86,0.06,2.17,0,0.88,1.53,94478.23,714,1058.53,2970.29
(주)호텔신라,008770,2022/12,0,-1.02,-1.79,-8.99,0,98.41,0.06,-0.74,0,0.59,1.32,123050.22,-1325,5511.51,1958.66
(주)화승알앤에이,378850,2021/12,,,,,,,,,,,,,,,
(주)화승알앤에이,378850,2022/12,14.79,1.93,3,13.69,85.21,97.64,0.01,5.18,0,1.39,2.79,34639.39,668,1648.32,816.28
(주)화승엔터프라이즈,241590,2015/12,,,,,,,,,,,,,,,
(주)화승엔터프라이즈,241590,2016/12,14.6,5.46,10.02,27.19,85.4,93.15,0.01,10.88,0,0.5,1.36,28654.36,1560,1462.06,1961.78
(주)화승엔터프라이즈,241590,2017/12,16.44,5.42,7.83,18.41,83.56,92.38,0,8.48,0,0.48,1.14,27818.47,1493,1166.59,2119.85
(주)화승엔터프라이즈,241590,2018/12,13.99,1.94,2.46,6.39,86.01,95.42,0,3.99,0,1.22,2.51,14523.87,284,708.7,665.71
(주)화승엔터프라이즈,241590,2019/12,15.33,5.42,7.5,19.87,84.67,92.89,0.01,9.06,0,1.2,2.51,19848.98,1031,1144.97,1411.45
(주)화승엔터프라이즈,241590,2020/12,14.33,3.72,3.89,9.26,85.67,94.4,0,4.93,0,1.01,1.81,18431.08,662,1282.75,1031.78
(주)화승엔터프라이즈,241590,2021/12,10.23,-0.6,-0.51,-1.21,89.77,99.38,0,0.12,0,0.72,1.08,18801.12,-108,-137.66,117.23
(주)화승엔터프라이즈,241590,2022/12,12.05,-0.46,-0.54,-1.86,87.95,96.81,0,0.67,0,1,2.04,27301.74,-165,1598.61,871.54
(주)화승인더스트리,006060,2011/12,10.24,1.26,1.63,5.16,89.76,98.88,0.02,2.81,0,0.9,1.69,109010.28,120,1770.36,2938.68
(주)화승인더스트리,006060,2012/12,10.88,0.75,0.89,1.26,89.12,97.79,0.03,2.22,0,1.09,1.88,101210.51,29,2912.74,2235.31
(주)화승인더스트리,006060,2013/12,9.89,-1.03,-1.33,-4.45,90.11,98.43,0.02,0.05,0,1.04,1.88,10816.69,-95,199.94,169.33
(주)화승인더스트리,006060,2014/12,11.42,0.43,0.51,2.27,88.58,97.31,0.01,1.81,0,1.07,1.67,10819.03,47,311.77,290.97
(주)화승인더스트리,006060,2015/12,15.23,2.88,3.93,17.47,84.77,94.07,0.02,5.1,0,0.85,1.5,13500.22,392,799.15,800.81
(주)화승인더스트리,006060,2016/12,16.48,4.82,7.14,24.71,83.52,92.27,0.03,8.41,0,0.88,1.83,18278.29,809,541.12,1412.5
(주)화승인더스트리,006060,2017/12,17.72,4.21,5.77,15.42,82.28,91.77,0.06,6.97,0,0.91,1.86,20823.27,663,1493.91,1712.83
(주)화승인더스트리,006060,2018/12,15.27,2.33,2.78,7.94,84.73,94.81,0.07,4.45,0,1.42,2.61,20099.6,370,1029.37,1043.16
(주)화승인더스트리,006060,2019/12,17.31,5.67,7.15,19.66,82.69,92.04,0.04,8.75,0,1.33,2.49,25775.06,1092,1668.37,2052.9
(주)화승인더스트리,006060,2020/12,16.97,3.84,3.69,10.94,83.03,93.66,0.03,4.8,0,1.16,1.85,23477.47,698,1989.36,1489.37
(주)화승인더스트리,006060,2021/12,12.91,-0.31,-0.26,-0.58,87.09,98.75,0.03,0.49,0,0.88,1.22,24683.98,-40,179.03,309.76
(주)화승인더스트리,006060,2022/12,14.51,0,0,0.24,85.49,96.17,0.04,1.37,0,1.17,2.2,34579.82,17,2168.89,1324.98
(주)화승코퍼레이션,013520,2011/12,13.57,1.82,2.62,10.63,86.43,97.99,0.04,4.98,0.95,1.64,3.13,208873.85,4126,16149.38,7140.25
(주)화승코퍼레이션,013520,2012/12,13.79,0.79,1.18,4.78,86.21,96.59,0.04,3.64,0.96,1.66,3.27,222048.99,1903,4967.46,7563.03
(주)화승코퍼레이션,013520,2013/12,15.81,-2.13,-3.33,-15.71,84.19,95.51,0.07,-0.67,0.99,1.72,3.35,252826.56,-6189,13985.96,11344.51
(주)화승코퍼레이션,013520,2014/12,17.7,0.69,1.01,5.87,82.3,94.82,0.05,3.46,0,1.72,2.96,262787.9,1968,15974.8,13612.54
(주)화승코퍼레이션,013520,2015/12,19.39,4.58,6.24,32.53,80.61,93.45,0.06,7.91,0,1.26,2.07,260142.81,12914,22511.22,17035.62
(주)화승코퍼레이션,013520,2016/12,20.45,3.64,4.46,19.64,79.55,93.48,0.07,6.2,0,1.46,2.25,250315.08,9781,11966.89,16312.55
(주)화승코퍼레이션,013520,2017/12,17.86,-2.9,-3.2,-14.23,82.14,97.52,0.07,-1.42,0,1.62,2.3,223570.16,-707,9196.85,5542.19
(주)화승코퍼레이션,013520,2018/12,17.36,-2.17,-2.67,-13.82,82.64,96.47,0.04,-0.3,0,1.92,2.95,23668.85,-549,297.37,835.53
(주)화승코퍼레이션,013520,2019/12,18.17,1.52,1.94,9.62,81.83,95.81,0.04,4.37,0,1.91,3.03,24038.5,376,1566.72,1006.3
(주)화승코퍼레이션,013520,2020/12,16.42,-3.1,-3.4,-17.15,83.58,98.95,0.04,-1.49,0,1.66,2.39,19973.66,-675,929.26,208.94
(주)화승코퍼레이션,013520,2021/12,15.05,-2.69,-3.22,-23.17,84.95,99.27,0.05,-1.56,0,1.32,2.02,26273.77,-897,-220.04,191.34
(주)화승코퍼레이션,013520,2022/12,15.73,0.99,1.34,1.8,84.27,97.28,0.04,3.63,0,1.62,2.83,31675.05,63,1755.72,862.48
(주)화신,010690,2011/12,9.08,2.55,4.6,10.77,90.92,95.58,0,4.48,0.11,-0.07,-0.21,42678.51,1016,1935.17,2141.11
(주)화신,010690,2012/12,10.4,1.51,2.82,6.99,89.6,93.92,0.01,2.76,0.13,-0.03,-0.1,46564.53,695,1570.77,2833.42
(주)화신,010690,2013/12,10.59,0.11,0.2,0.3,89.41,95.53,0.01,0.68,0.12,0.27,0.84,42483.72,30,865.43,1900.51
(주)화신,010690,2014/12,10.09,3.34,5.14,12.41,89.91,96.87,0.01,5.69,0.82,0.35,0.94,37617.15,1329,2004.37,1178.45
(주)화신,010690,2015/12,9.16,-1.96,-2.69,-6.28,90.84,98.47,0.01,-1.99,0.19,0.48,1.18,35844.34,-701,833.91,549.73
(주)화신,010690,2016/12,11.02,3.86,5.17,12.64,88.98,96.31,0.01,5.96,0.28,0.59,1.33,35787.83,1442,1648.56,1321.97
(주)화신,010690,2017/12,5.71,-2.9,-3.42,-8.13,94.29,102.14,0.01,-2.47,0.26,0.75,1.62,30553.31,-916,-576.86,-654.16
(주)화신,010690,2018/12,4.26,-5.31,-6.82,-17.68,95.74,101.96,0.01,-5.18,0.35,1.19,2.67,30807.65,-1734,205.45,-603.87
(주)화신,010690,2019/12,6.34,0.57,0.81,2.24,93.66,99.83,0,2.49,0.29,1.15,2.63,33342.17,202,2341.54,55.62
(주)화신,010690,2020/12,5.25,-5,-6.65,-19.53,94.75,101.04,0,-5.16,0.34,1.03,2.26,31086.18,-1647,1134.79,-322.97
(주)화신,010690,2021/12,8.21,1.97,2.88,8.96,91.79,98.05,0,4.18,0.38,0.89,1.92,35411.74,741,1086.8,691.78
(주)화신,010690,2022/12,10.29,4.39,7.91,23,89.71,94.83,0,9.25,0.32,0.75,2.03,48403.54,2254,2420.92,2501.77
(주)화인베스틸,133820,2011/12,,,,,,,,,,,,,,,
(주)화인베스틸,133820,2012/12,,,,,,,,,,,,,,,
(주)화인베스틸,133820,2013/12,,,,,,,,,,,,,,,
(주)화인베스틸,133820,2014/12,,,,,,,,,,,,,,,
(주)화인베스틸,133820,2015/12,,,,,,,,,,,,,,,
(주)화인베스틸,133820,2016/12,,,,,,,,,,,,,,,
(주)화인베스틸,133820,2017/12,,,,,,,,,,,,,,,
(주)화인베스틸,133820,2018/12,,,,,,,,,,,,,,,
(주)화인베스틸,133820,2019/12,,,,,,,,,,,,,,,
(주)화인베스틸,133820,2020/12,,,,,,,,,,,,,,,
(주)화인베스틸,133820,2021/12,,,,,,,,,,,,,,,
(주)화인베스틸,133820,2022/12,,,,,,,,,,,,,,,
(주)황금에스티,032560,2011/12,9.2,4.33,3.65,6.15,90.8,94.09,0.02,3.84,0,0.24,0.49,16490.96,699,131.03,973.86
(주)황금에스티,032560,2012/12,6.82,3.29,2.33,3.61,93.18,97.39,0.07,2.7,0,0.52,1.04,12644.52,397,1022.03,329.5
(주)황금에스티,032560,2013/12,8.66,3.73,2.76,3.92,91.34,95.62,0.09,2.87,0,0.16,0.36,13089.93,445,464.48,572.98
(주)황금에스티,032560,2014/12,11.09,4.75,3.52,4.69,88.91,93.56,0.04,3.67,0,0.21,0.5,13340.94,554,1492.67,859.23
(주)황금에스티,032560,2015/12,10.08,3.11,1.98,2.54,89.92,95.1,0.05,2.11,0,0.2,0.39,12351.5,310,380.68,604.65
(주)황금에스티,032560,2016/12,18.19,11.05,7.48,11.19,81.81,91.04,0.07,7.63,0,0.24,0.4,16093.63,1480,3040.81,1442
(주)황금에스티,032560,2017/12,21.79,10.08,6.16,9.66,78.21,87.76,0.08,6.46,0,0.54,0.84,16052.12,1434,2210.9,1965.43
(주)황금에스티,032560,2018/12,18.67,7.06,4.49,6.48,81.33,90.19,0.05,4.75,0,0.43,0.78,17483.82,1038,718.26,1714.97
(주)황금에스티,032560,2019/12,17.44,9.72,5.94,7.95,82.56,92.29,0.07,6.24,0,0.5,0.96,17398.86,1370,2265.94,1341.46
(주)황금에스티,032560,2020/12,19.42,8.34,4.74,6.46,80.58,90.08,0.11,4.7,0,-0.08,-0.14,17103.89,1197,-1007.69,1696.41
(주)황금에스티,032560,2021/12,24.77,12.16,7.46,10.57,75.23,84.81,0.15,7.48,0,0.04,0.08,16935.76,1865,4382.24,2572.14
(주)황금에스티,032560,2022/12,21.73,13.87,10.13,12.83,78.27,86.05,0.11,9.92,0,-0.32,-0.9,19614.45,2380,896.76,2735.64
(주)효성,004800,2011/12,9.74,-0.83,-0.72,-1.54,90.26,98.53,0.19,0.75,0,1.62,1.92,322977.3,-1352,-15582.97,8224.9
(주)효성,004800,2012/12,8.73,0.85,0.78,4.22,91.27,98.5,0.14,2.51,0,1.82,2.21,359130.52,3679,13852.43,5390.68
(주)효성,004800,2013/12,11.8,-1.88,-1.73,-8.29,88.2,96.14,0.18,-0.2,0,1.62,1.92,358202.41,-6889,15519.05,13836.77
(주)효성,004800,2014/12,13.23,2.4,2.14,9.99,86.77,95.07,0.28,3.6,0,1.62,1.84,346754.47,8093,25821.76,17095.38
(주)효성,004800,2015/12,16.28,4.22,3.8,16.29,83.72,92.37,0.35,5.05,0,1.4,1.62,354765.27,14809,37988.36,27056.88
(주)효성,004800,2016/12,18.09,3.99,3.38,13.25,81.91,91.48,0.34,4.54,0,1.38,1.56,339691.84,13692,51625.01,28941.35
(주)효성,004800,2017/12,15.08,2.72,2.38,8.95,84.92,93.86,0.39,3.57,0,1.34,1.63,357269.92,9786,19495.21,21949.41
(주)효성,004800,2018/12,14.66,114.54,32.72,110.16,85.34,95.2,0.52,32.97,0,0.91,0.37,130893.22,154807,11553.75,6279.16
(주)효성,004800,2019/12,16.15,4.45,2.32,4.25,83.85,92.98,0.38,2.81,0,0.99,0.85,160098.88,5100,6683.77,11239.51
(주)효성,004800,2020/12,14.95,0.04,0.02,-2.26,85.05,95.01,0.27,0.51,0,0.97,0.94,132055.98,-2632,13202.69,6586.93
(주)효성,004800,2021/12,26.49,15.28,10.28,16.69,73.51,81.9,0.29,10.6,0,0.57,0.75,167953.05,22012,-3383.39,30400.17
(주)효성,004800,2022/12,10.09,0.67,0.47,0.6,89.91,98.26,0.27,1.11,0,0.86,1.45,176513.74,786,7982.96,3079.45
(주)후성,093370,2011/12,24.08,6.05,5.31,12.2,75.92,89.83,0,6.39,1.2,1.31,1.9,2857.82,173,261.17,299.44
(주)후성,093370,2012/12,12.89,7.57,5.35,12.51,87.11,102.64,0.02,6.56,0,1.57,2.22,2625.18,204,773.62,-69.28
(주)후성,093370,2013/12,7.28,-14.89,-9.9,-22.2,92.72,107.82,0.03,-8.52,0,1.7,2.65,2398.13,-351,177.34,-187.47
