회사명,거래소코드,회계년도,매출액총이익률(IFRS연결),매출액순이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),기업순이익률(IFRS연결),R & D 투자효율(IFRS연결),금융비용 대 총비용비율(IFRS연결),이자부담률(IFRS연결),1주당매출액(IFRS연결),1주당순이익(IFRS연결),1주당 CASH FLOW(IFRS연결),1주당정상영업이익(IFRS연결)
(주)제이웨이,058420,2019/12,15.98,-26.65,-14.28,-26.42,84.02,110.93,1.16,-13.15,0,1.61,2.48,627.02,-164,55.97,-68.56
(주)제이웨이,058420,2020/12,9.54,-152.07,-87.01,-159.36,90.46,168.87,0.74,-86.2,0,0.67,1.57,518.04,-631,-190.31,-356.8
(주)제이웨이,058420,2021/12,2.39,-189.51,-91.68,-2131.91,97.61,176.61,0.57,-88.55,0,2.65,3.55,541.97,-2418,-238.21,-415.18
(주)제이웨이,058420,2022/12,,,,,,,,,,,,,,,
(주)제이콘텐트리,036420,2011/12,50.42,12.96,8.74,40.03,49.58,119.78,3.03,12.02,0,3.81,4.31,2089.24,0,200.23,267.17
(주)제이콘텐트리,036420,2012/12,46.75,6.19,6.26,13.16,53.25,89.18,0.97,8.8,0,2.58,3.5,6002.34,181,1058.08,649.72
(주)제이콘텐트리,036420,2013/12,46.29,0.93,0.73,-11.06,53.71,90.67,1.77,2.15,0,1.81,1.93,6123.27,-156,334.5,571.33
(주)제이콘텐트리,036420,2014/12,47.6,3.68,2.94,-0.07,52.4,91.17,1.17,3.67,0,0.92,1.05,5962.41,-1,826.68,526.56
(주)제이콘텐트리,036420,2015/12,53.48,5.61,4.19,14.99,46.52,91.02,2.56,4.95,0,1.05,1.02,3930.56,134,263.66,352.83
(주)제이콘텐트리,036420,2016/12,54.46,6.68,4.45,26.28,45.54,91.36,3.43,4.7,0,0.37,0.3,2938.23,171,161.08,253.72
(주)제이콘텐트리,036420,2017/12,52.47,2.59,1.8,5.31,47.53,92.07,2.25,2.62,0,1.21,1.17,3684.78,57,-30.77,292.36
(주)제이콘텐트리,036420,2018/12,46.45,5,3.45,7.45,53.55,93.2,1.64,3.92,0,0.7,0.85,4482.19,152,217.51,304.6
(주)제이테크놀로지,035480,2011/12,,,,,,,,,,,,,,,
(주)제이테크놀로지,035480,2012/12,15.37,-22.24,-12.36,-46.81,84.63,117.31,0.12,-10.86,4.7,2.15,2.02,3163.1,-729,300.79,-547.4
(주)제이테크놀로지,035480,2013/12,23.95,-46.98,-31.23,-187.42,76.05,113.78,0.4,-28.44,2.62,2.72,4.33,2535,-1260,-192.48,-349.45
(주)제이테크놀로지,035480,2014/12,42.52,3.63,2.66,6.45,57.48,81.82,0.12,6.1,0.44,3.89,6.63,2031.5,70,760.32,369.3
(주)제이테크놀로지,035480,2015/12,,,,,,,,,,,,,,,
(주)제이테크놀로지,035480,2016/12,,,,,,,,,,,,,,,
(주)제이테크놀로지,035480,2017/12,-54.47,-247.36,-30.38,-52.94,154.47,255.9,0.14,-26.19,0,8.21,10.04,178.26,-251,-325.85,-277.91
(주)제이테크놀로지,035480,2018/12,,,,,,,,,,,,,,,
(주)제이티,089790,2011/12,,,,,,,,,,,,,,,
(주)제이티,089790,2012/12,,,,,,,,,,,,,,,
(주)제이티,089790,2013/12,,,,,,,,,,,,,,,
(주)제이티,089790,2014/12,35.13,14.17,12.88,23.95,64.87,85.87,0.01,13.43,6.82,0.68,1.22,6358.88,1032,-1348.66,898.74
(주)제이티,089790,2015/12,,,,,,,,,,,,,,,
(주)제이티,089790,2016/12,,,,,,,,,,,,,,,
(주)제이티,089790,2017/12,,,,,,,,,,,,,,,
(주)제이티,089790,2018/12,,,,,,,,,,,,,,,
(주)제이티,089790,2019/12,27.37,8.94,6.64,14.19,72.63,85.48,0,6.89,0,0.38,0.47,4109.17,380,826.24,596.51
(주)제이티,089790,2020/12,22.95,11.67,9.33,17.73,77.05,88.08,0,9.48,0,0.2,0.3,4324.45,519,363.72,515.38
(주)제이티,089790,2021/12,24.98,21.19,21.23,35.65,75.02,82.94,0,21.16,0,-0.09,-0.18,6363.71,1387,1743.26,1085.34
(주)제이티,089790,2022/12,26.87,18.37,19.11,29.88,73.13,81.59,0,18.76,0,-0.4,-0.97,7935.51,1118,1208.36,1460.96
(주)제일바이오,052670,2011/12,,,,,,,,,,,,,,,
(주)제일바이오,052670,2012/12,,,,,,,,,,,,,,,
(주)제일바이오,052670,2013/12,,,,,,,,,,,,,,,
(주)제일바이오,052670,2014/12,,,,,,,,,,,,,,,
(주)제일바이오,052670,2015/12,,,,,,,,,,,,,,,
(주)제일바이오,052670,2016/12,,,,,,,,,,,,,,,
(주)제일바이오,052670,2017/12,,,,,,,,,,,,,,,
(주)제일바이오,052670,2018/12,,,,,,,,,,,,,,,
(주)제일바이오,052670,2019/12,,,,,,,,,,,,,,,
(주)제일바이오,052670,2020/12,,,,,,,,,,,,,,,
(주)제일바이오,052670,2021/12,,,,,,,,,,,,,,,
(주)제일바이오,052670,2022/12,,,,,,,,,,,,,,,
(주)제일테크노스,038010,2011/12,12.01,1.86,2.74,7.29,87.99,97.44,0.04,3.83,0,0.76,1.76,136030.63,3175,6517.37,4051.18
(주)제일테크노스,038010,2012/12,12.51,1.48,2.07,6.19,87.49,96.4,0.04,3.41,0,0.98,2.02,153108.51,2847,6269.2,5513.11
(주)제일테크노스,038010,2013/12,13.09,3.38,4.09,12.72,86.91,97.27,0.03,5.74,0,1.37,2.44,150900.2,6395,6294.07,4112.3
(주)제일테크노스,038010,2014/12,16.66,3.46,3.88,10.11,83.34,93.25,0.04,5.54,0,1.55,2.7,162404.93,667,5897.23,10964.48
(주)제일테크노스,038010,2015/12,15.48,3.24,3.28,7.33,84.52,95.36,0.03,4.49,0,1.23,2.19,159571.42,518,8441.35,7407
(주)제일테크노스,038010,2016/12,13.98,1.54,1.52,3.39,86.02,96.87,0.07,2.57,0,1.08,1.9,16071.75,259,143.47,503.31
(주)제일테크노스,038010,2017/12,13.43,2.33,2.32,5.19,86.57,96.31,0.05,3.25,0,0.95,1.67,17008.67,411,-275.03,626.9
(주)제일테크노스,038010,2018/12,14.72,3.3,3.34,7.34,85.28,94.45,0.02,4.26,0,0.95,1.69,17862.7,613,2240.42,991.11
(주)제일테크노스,038010,2019/12,11.62,2.57,2.69,5.58,88.38,97.07,0.02,3.46,0,0.74,1.45,18558.32,492,1989.49,544.13
(주)제일테크노스,038010,2020/12,8.05,-3.19,-2.77,-5.99,91.95,101.84,0.02,-2.31,0,0.5,0.87,15116.94,-533,476.98,-278.26
(주)제일테크노스,038010,2021/12,9.33,0.42,0.46,1.03,90.67,99.6,0.02,0.94,0,0.43,0.88,19925.31,90,-1699.75,79.4
(주)제일테크노스,038010,2022/12,16.18,5.05,6.27,13.82,83.82,91,0.01,7.31,0,0.87,1.89,23959.77,1299,1764.49,2156.91
(주)제주반도체,080220,2011/12,33.03,15.9,21.21,23.54,66.97,86.59,0.02,19.15,0,-1.78,-22.66,3908.97,659,841.2,671.66
(주)제주반도체,080220,2012/12,22.59,-35.53,-18.92,-20.69,77.41,109.62,0,-21.41,0,-3.28,-29.25,1223.93,-457,176.66,-117.72
(주)제주반도체,080220,2013/12,19.37,-69.71,-17.84,-21.95,80.63,150.8,0,-19.11,0,-2.72,-6.79,596.74,-416,-506.71,-303.13
(주)제주반도체,080220,2014/12,10.52,-0.32,-0.18,-0.31,89.48,121.29,0,-0.71,0,-0.73,-1.65,1419.32,-5,-287.61,-302.2
(주)제주반도체,080220,2015/12,19.6,-1.06,-0.83,-1.53,80.4,98.1,0,-0.15,0,0.83,1.46,2461.25,-26,-913.55,46.7
(주)제주반도체,080220,2016/12,20.52,-1.43,-0.93,-1.98,79.48,99.18,0,1.09,0,2.84,3.62,2417.14,-32,148.02,19.78
(주)제주반도체,080220,2017/12,20.52,3.37,4.36,8.93,79.48,92.79,0.01,6.77,0,1.81,4.74,4579.36,160,-344.86,329.97
(주)제주반도체,080220,2018/12,24.32,7.37,8.46,16.82,75.68,89.1,0.01,10.99,0,2.32,5.08,5057.68,383,-734.51,551.18
(주)제주반도체,080220,2019/12,22.69,-4.43,-3.04,-6.58,77.31,94.8,0.01,-0.46,0,3.43,4.74,3810.04,-168,330.32,197.93
(주)제주반도체,080220,2020/12,19.2,8.76,7.04,12.77,80.8,94.82,0,8.7,0,1.99,3.42,3903.71,339,378.1,202.14
(주)제주반도체,080220,2021/12,20.92,6.62,6.83,12.31,79.08,89.62,0,7.09,0,0.28,0.68,5612.62,368,211.46,582.37
(주)제주반도체,080220,2022/12,26.81,14.12,14.37,18.92,73.19,83.88,0,14.38,0,0.02,0.07,5081.57,706,-63.22,819.22
(주)제테마,216080,2017/12,,,,,,,,,,,,,,,
(주)제테마,216080,2018/12,,,,,,,,,,,,,,,
(주)제테마,216080,2019/12,,,,,,,,,,,,,,,
(주)제테마,216080,2020/12,,,,,,,,,,,,,,,
(주)제테마,216080,2021/12,,,,,,,,,,,,,,,
(주)제테마,216080,2022/12,,,,,,,,,,,,,,,
(주)젠큐릭스,229000,2013/12,,,,,,,,,,,,,,,
(주)젠큐릭스,229000,2014/12,,,,,,,,,,,,,,,
(주)젠큐릭스,229000,2015/12,,,,,,,,,,,,,,,
(주)젠큐릭스,229000,2016/12,,,,,,,,,,,,,,,
(주)젠큐릭스,229000,2017/12,,,,,,,,,,,,,,,
(주)젠큐릭스,229000,2018/12,,,,,,,,,,,,,,,
(주)젠큐릭스,229000,2019/12,,,,,,,,,,,,,,,
(주)젠큐릭스,229000,2020/12,-79.53,2096.99,51.52,62.03,179.53,689.48,7.02,51.84,0,1.34,1.99,245.67,5605,-2123.42,-1448.16
(주)젠큐릭스,229000,2021/12,-97.73,-1153.59,-58.94,-82.19,197.73,518.29,6.23,-58.74,0,0.3,0.71,449.21,-5324,-1233.43,-1879.03
(주)젠큐릭스,229000,2022/12,45.23,-994.38,-55.01,-131.3,54.77,530.05,13.46,-54.41,0,0.92,1,367.44,-3721,-1500.54,-1580.19
(주)젬백스&카엘,082270,2011/12,29.91,-20.11,-11.22,-27.03,70.09,116.55,0.24,-11.22,0,0,0,2242.18,-397,319.37,-365.33
(주)젬백스&카엘,082270,2012/12,40.9,-19.52,-9.52,-21.88,59.1,108.3,0.1,-9.52,0,0,0,2640.11,-372,-112.79,-219.15
(주)젬백스&카엘,082270,2013/12,23.02,-5.03,-2.41,2.84,76.98,115.89,0.13,2.03,0,6.82,8.21,2625.07,50,-459.03,-417.23
(주)젬백스&카엘,082270,2014/12,22.08,-29.52,-23.75,-118.33,77.92,105.5,0.04,-20.54,0,2.98,5.73,3747.98,-908,394.47,-206.06
(주)젬백스&카엘,082270,2015/12,24.24,-12.65,-6.63,-8.41,75.76,103.68,0.01,-3.93,0,4.22,5.39,2610.52,-87,-253.57,-96
(주)젬백스&카엘,082270,2016/12,14.84,-37.44,-22.09,-41.42,85.16,116.14,0.49,-19.21,0,3.58,6.25,3626.16,-700,-421.38,-585.38
(주)젬백스&카엘,082270,2017/12,33.94,-26.07,-7.14,-20.67,66.06,102.95,1.22,-5.3,5.24,5.68,3.52,1556.49,-406,-2.04,-45.99
(주)젬백스&카엘,082270,2018/12,36.9,-29.01,-8.25,-15.23,63.1,101.4,0.12,-5.5,0,7.46,6,1339.76,-417,-7.25,-18.79
(주)젬백스&카엘,082270,2019/12,34.33,-215.88,-54.86,-88.24,65.67,119.68,0.11,-52.95,0,2.4,5.06,1191.75,-2562,-19.89,-234.57
(주)젬백스&카엘,082270,2020/12,38.91,2.49,1.02,1.42,61.09,97.81,0.54,1.22,0,0.44,0.73,1672.46,42,355.43,36.62
(주)젬백스&카엘,082270,2021/12,31.27,19.97,7.28,8.34,68.73,106.01,0.19,7.36,0,0.2,0.63,1516.92,304,-87.11,-91.17
(주)젬백스&카엘,082270,2022/12,28.84,-25.86,-12.12,-13.6,71.16,105.2,0,-11.95,0,0.33,1.56,1904.01,-497,-74.23,-99.1
(주)젬백스링크,064800,2011/12,25.48,5.28,5.3,5.07,74.52,94.39,0.14,5.26,0,-0.04,-0.17,6212.57,256,237,362.74
(주)젬백스링크,064800,2012/12,16.3,-4.21,-3.51,-3.86,83.7,104.79,0.11,-3.66,0,-0.18,-0.72,5022.28,-193,132.08,-240.61
(주)젬백스링크,064800,2013/12,22.45,-10.13,-7.67,-8.61,77.55,103.06,0.02,-7.99,0,-0.37,-1.84,4001.46,-402,629.44,-122.48
(주)젬백스링크,064800,2014/12,23.25,-15.81,-10,-5.57,76.75,99.48,0.03,-10.48,0,-0.66,-2.83,2900.05,-240,286.3,15.03
(주)젬백스링크,064800,2015/12,,,,,,,,,,,,,,,
(주)젬백스링크,064800,2016/12,15.97,-0.38,-0.17,0.57,84.03,105.07,0.09,0.03,0,0.41,0.43,888.94,7,-42.28,-45.03
(주)젬백스링크,064800,2017/12,57.31,2.88,2.44,-1.45,42.69,87.98,2.09,5.7,0,4.1,4.53,3733.25,-11,421.59,448.76
(주)젬백스링크,064800,2018/12,30.92,-23.03,-4.26,-33.13,69.08,100.52,0.14,-1.22,0,13.33,4.67,858.47,-413,48.46,-4.45
(주)젬백스링크,064800,2019/12,31.47,3.54,1.79,2.76,68.53,93.82,0.09,2.79,0,1.95,2.85,1318.35,54,-68.95,81.43
(주)젬백스링크,064800,2020/12,28.72,10.39,5,6.89,71.28,96.04,0.07,5.61,0,1.29,2.25,1227.68,127,-89.6,48.66
(주)젬백스링크,064800,2021/12,27.43,31.53,15.75,20.42,72.57,98.42,0.06,16.02,0,0.54,1.18,1318.71,424,146.74,20.84
(주)젬백스링크,064800,2022/12,25.42,-20.25,-8.72,-10.79,74.58,101.25,0.07,-9.15,0,-0.8,-2.26,1140.78,-232,-206.63,-14.3
(주)조이시티,067000,2011/12,0,15.09,9.23,11.27,0,85.5,11.7,8.01,1.65,-2.2,-6.77,3824.72,613,678.68,554.49
(주)조이시티,067000,2012/12,0,12.31,9.81,11.91,0,86.98,11.81,8.21,0,-2.23,-9.15,5473.34,678,1057.73,712.73
(주)조이시티,067000,2013/12,0,-24.91,-11.84,-14.49,0,102.59,4.71,-13.64,0,-3.39,-9.86,3204.39,-803,-324.67,-83.04
(주)조이시티,067000,2014/12,0,7.36,4.62,5.85,0,88.04,5.48,3.04,0,-2.61,-7.56,3955.79,298,748.41,472.94
(주)조이시티,067000,2015/12,0,1.87,1.44,1.72,0,85.58,12.36,0.47,0,-1.36,-5.78,4891.52,95,45.47,705.17
(주)조이시티,067000,2016/12,0,-7.35,-7.87,-9.4,0,95.76,22.23,-8.51,0,-0.57,-3.94,6160.2,-478,512.07,260.97
(주)조이시티,067000,2017/12,0,-12.46,-20.99,-29.01,0,102.98,21.14,-21.21,0,-0.12,-0.79,7823.18,-1050,538.51,-232.96
(주)조이시티,067000,2018/12,0,-9.11,-15.01,-25.69,0,106.24,20.57,-15.55,0,-0.3,-1.24,7402.14,-711,-856.82,-462.24
(주)조이시티,067000,2019/12,0,-1.84,-3.16,-4.91,0,91.71,12.46,-3.34,0,-0.11,-0.32,8752.64,-118,236.09,725.38
(주)조이시티,067000,2020/12,0,7.08,13.28,21.79,0,87.62,23.1,13.07,0,-0.12,-0.51,11752.64,856,397.07,1454.88
(주)조이시티,067000,2021/12,0,3.51,4.05,8.03,0,89.17,27.84,4.12,0,0.07,0.15,4470.91,156,684.91,484.2
(주)조이시티,067000,2022/12,0,1.95,1.32,3.26,0,95.48,29.86,2.09,0,1.12,1.3,2391.91,47,-22.83,108.08
(주)좋은사람들,033340,2011/12,43.79,-0.24,-0.29,-0.46,56.21,99.98,3.79,0.63,0.19,0.74,2.52,7165.79,-23,-408.33,62.15
(주)좋은사람들,033340,2012/12,47.71,1.18,1.42,2.18,52.29,97.82,3.77,2.02,0.15,0.5,1.73,5608.63,0,-17.54,122.42
(주)좋은사람들,033340,2013/12,44.68,0.57,0.71,1.03,55.32,99.54,3.28,1.06,0.12,0.28,1.14,5709.82,34,71.46,26.44
(주)좋은사람들,033340,2014/12,46.26,1.16,1.35,1.9,53.74,98.22,2.96,1.68,0.12,0.28,1.13,5262.23,64,340.1,93.6
(주)좋은사람들,033340,2015/12,47.49,0.81,0.88,1.2,52.51,99.02,3.86,0.95,0.11,0.07,0.28,4693.57,40,311.74,46.07
(주)좋은사람들,033340,2016/12,43.69,-3.3,-3.7,-5.03,56.31,103.28,4.24,-3.7,0.14,0,0.01,4794.8,-165,202.89,-157.35
(주)좋은사람들,033340,2017/12,44.43,-8.31,-9.42,-13.02,55.57,104.14,4.51,-9.33,0.17,0.07,0.31,4516.01,-392,158.4,-187.07
(주)좋은사람들,033340,2018/12,55.44,2.82,3.58,4.58,44.56,98.03,3.41,3.49,0.18,-0.07,-0.41,4860.36,138,-82.11,95.87
(주)좋은사람들,033340,2019/12,48.65,-8.19,-9.74,-12.65,51.35,107.25,3.49,-9.52,0.11,0.17,0.93,4236.14,-351,-396.46,-307.32
(주)좋은사람들,033340,2020/12,46.06,-55.45,-71.85,-115.09,53.94,121.79,4.13,-71.56,0.04,0.14,0.77,2739.83,-1484,-185.27,-596.94
(주)좋은사람들,033340,2021/12,48.35,-44.16,-49.18,-88.97,51.65,113.86,4.41,-50.16,0.01,-0.6,-2.18,1805.25,-797,-43.85,-250.27
(주)좋은사람들,033340,2022/12,53.75,-7.75,-7.99,-12.29,46.25,105.36,1.58,-6.34,0,1.38,4.73,1847.81,-102,-80.32,-99.08
(주)주노콜렉션,221670,2014/12,,,,,,,,,,,,,,,
(주)주노콜렉션,221670,2015/12,,,,,,,,,,,,,,,
(주)주노콜렉션,221670,2016/12,,,,,,,,,,,,,,,
(주)주노콜렉션,221670,2017/12,,,,,,,,,,,,,,,
(주)주노콜렉션,221670,2018/12,,,,,,,,,,,,,,,
(주)중앙디앤엠,051980,2011/12,20.42,9.18,5.72,8.06,79.58,93.02,0,5.91,0,0.33,0.48,2299.13,223,-243.78,206.15
(주)중앙디앤엠,051980,2012/12,13.28,7.15,4.85,6.71,86.72,94.22,0,6.06,0,1.83,3.03,2591.8,202,-228.22,149.91
(주)중앙디앤엠,051980,2013/12,4.06,-24.27,-11.35,-32.68,95.94,115.34,0,-10.88,0,0.75,1.49,1642.03,-830,322.01,-251.96
(주)중앙디앤엠,051980,2014/12,0.03,-46.23,-18.83,-24.38,99.97,122.32,0,-18.49,0,0.6,1.28,1111.84,-466,464.96,-248.15
(주)중앙디앤엠,051980,2015/12,-25.86,-115.38,-63.44,-103.14,125.86,148.23,0,-62.15,0,1.11,3.38,1021.08,-1159,-333.88,-492.46
(주)중앙디앤엠,051980,2016/12,13.82,-20.72,-15.35,-32.8,86.18,112.5,0,-11.54,0,4.07,7.31,911.2,-198,32.51,-113.9
(주)중앙디앤엠,051980,2017/12,33.71,4.59,1.51,2.66,66.29,107.81,0,2.35,0,2.2,2.02,365.2,17,-19.3,-28.53
(주)중앙디앤엠,051980,2018/12,24.91,-24.34,-11.77,-20.19,75.09,120.81,0,-10.52,0,2.07,3,497.22,-128,29.09,-103.49
(주)중앙디앤엠,051980,2019/12,-23.45,-81.29,-27.8,-41.23,123.45,187.06,0,-26.66,0,1.48,3.51,249.33,-206,-167.29,-217.06
(주)중앙디앤엠,051980,2020/12,-11.29,-112.54,-26.72,-49.01,111.29,174.02,0,-25.03,0,3.32,3.72,232.27,-252,-97.11,-171.93
(주)중앙디앤엠,051980,2021/12,6.39,-132.1,-32.07,-55.81,93.61,135.6,0,-27.3,0,11.24,11.21,193.29,-234,-56.5,-68.81
(주)중앙디앤엠,051980,2022/12,16.32,-62.9,-42.22,-63.17,83.68,118.67,0,-40.87,0,1.77,4.04,518.97,-521,-199.31,-96.88
(주)중앙백신연구소,072020,2011/12,,,,,,,,,,,,,,,
(주)중앙백신연구소,072020,2012/12,,,,,,,,,,,,,,,
(주)중앙백신연구소,072020,2013/12,,,,,,,,,,,,,,,
(주)중앙백신연구소,072020,2014/12,,,,,,,,,,,,,,,
(주)중앙백신연구소,072020,2015/12,,,,,,,,,,,,,,,
(주)중앙백신연구소,072020,2016/12,,,,,,,,,,,,,,,
(주)중앙백신연구소,072020,2017/12,,,,,,,,,,,,,,,
(주)중앙백신연구소,072020,2018/12,,,,,,,,,,,,,,,
(주)중앙백신연구소,072020,2019/12,,,,,,,,,,,,,,,
(주)중앙백신연구소,072020,2020/12,,,,,,,,,,,,,,,
(주)중앙백신연구소,072020,2021/12,46.52,18.58,6.73,8.18,53.48,88.9,1.17,6.62,0,-0.33,-0.62,4107.82,772,1157.18,455.96
(주)중앙백신연구소,072020,2022/12,47.82,10.29,3.55,4.3,52.18,89.1,1.08,3.63,0,0.24,0.44,3945.7,415,711.42,430.01
(주)중앙에너비스,000440,2011/09,,,,,,,,,,,,,,,
(주)중앙에너비스,000440,2012/09,,,,,,,,,,,,,,,
(주)중앙에너비스,000440,2013/09,,,,,,,,,,,,,,,
(주)중앙에너비스,000440,2014/09,19.42,2.77,3.78,5.74,80.58,97.39,0.02,4.49,0,0.53,2.19,81412.41,2715,2117.49,2128.34
(주)중앙에너비스,000440,2015/12,23.42,1.31,1.53,1.87,76.58,97.64,0.03,2.2,0,0.58,1.96,72623.27,920,3217.65,1713.6
(주)중앙에너비스,000440,2016/12,23.62,1.49,1.76,2.29,76.38,97.7,0.04,2.34,0,0.5,1.69,73571.87,1135,2759.7,1691.11
(주)중앙에너비스,000440,2017/12,,,,,,,,,,,,,,,
(주)중앙에너비스,000440,2018/12,,,,,,,,,,,,,,,
(주)중앙에너비스,000440,2019/12,17.93,0.94,1,1.36,82.07,99.03,0,1.67,0,0.63,2.5,10550.98,132,157.9,102.48
(주)중앙에너비스,000440,2020/12,19.77,35.85,28.89,35.98,80.23,99.76,0,29.11,0,0.27,1.1,8601.83,4144,400.2,20.66
(주)중앙에너비스,000440,2021/12,17.14,0.41,0.37,0.41,82.86,99.94,0,0.09,0,-0.32,-2.65,9749.69,57,-701.74,6.1
(주)중앙에너비스,000440,2022/12,16.42,0.7,0.78,0.84,83.58,98.87,0,1.26,0,0.43,6.51,11501.43,113,369.18,130.37
(주)지노믹트리,228760,2014/12,,,,,,,,,,,,,,,
(주)지노믹트리,228760,2015/12,,,,,,,,,,,,,,,
(주)지노믹트리,228760,2016/12,,,,,,,,,,,,,,,
(주)지노믹트리,228760,2017/12,,,,,,,,,,,,,,,
(주)지노믹트리,228760,2018/12,,,,,,,,,,,,,,,
(주)지노믹트리,228760,2019/12,-160.16,-3645.77,-9.03,-9.36,260.16,3760.22,989.98,-13.83,0,-31.2,-111.26,14.09,-533,-438.64,-515.76
(주)지노믹트리,228760,2020/12,4.46,-946.3,-10.12,-11.55,95.54,1101.61,179.87,-10.22,0,-0.66,-0.84,61.99,-590,-509.73,-620.85
(주)지노믹트리,228760,2021/12,48.93,-222.28,-6.45,-9.93,51.07,291.75,21.78,-6.19,0,1.79,0.74,248.96,-553,-369.63,-477.38
(주)지노믹트리,228760,2022/12,83.69,-20.88,-3.67,-5.97,16.31,91.95,3.23,-2.63,0,4.32,3.02,1407.31,-316,201.95,113.34
(주)지놈앤컴퍼니,314130,2016/12,,,,,,,,,,,,,,,
(주)지놈앤컴퍼니,314130,2017/12,,,,,,,,,,,,,,,
(주)지놈앤컴퍼니,314130,2018/12,,,,,,,,,,,,,,,
(주)지놈앤컴퍼니,314130,2019/12,0,-184731.34,-240.64,0,0,30255.63,73.83,-234.96,16958.79,2.36,2.68,4.22,-10562,-925.22,-1272.64
(주)지놈앤컴퍼니,314130,2020/12,0,-20710.44,-39.96,-84.89,0,17783.84,138.12,-38.52,9077.8,3.41,2.8,13.87,-3192,-1671.87,-2451.91
(주)지놈앤컴퍼니,314130,2021/12,82.93,-7978.71,-26.24,-36.79,17.07,8097.2,218.8,-26.53,4712.15,-1.09,-1.69,32.31,-2538,-1872.91,-2583.75
(주)지놈앤컴퍼니,314130,2022/12,39.74,-404.34,-36.72,-54.56,60.26,508.34,10.68,-37.15,261.23,-0.92,-2.92,962.3,-3683,-2975.47,-3929.4
(주)지니뮤직,043610,2011/12,,,,,,,,,,,,,,,
(주)지니뮤직,043610,2012/12,44.3,-6.77,-2.91,-5.32,55.7,98.12,2.08,-3.35,0,-0.96,-0.97,867.75,-70,72.06,16.35
(주)지니뮤직,043610,2013/12,,,,,,,,,,,,,,,
(주)지니뮤직,043610,2014/12,,,,,,,,,,,,,,,
(주)지니뮤직,043610,2015/12,,,,,,,,,,,,,,,
(주)지니뮤직,043610,2016/12,,,,,,,,,,,,,,,
(주)지니뮤직,043610,2017/12,,,,,,,,,,,,,,,
(주)지니뮤직,043610,2018/12,29.5,3.47,2.67,4.08,70.5,95.98,1.72,2.23,1.36,-0.6,-1.28,2946.42,116,57.79,118.54
(주)지니뮤직,043610,2019/12,,,,,,,,,,,,,,,
(주)지니뮤직,043610,2020/12,,,,,,,,,,,,,,,
(주)지니뮤직,043610,2021/12,23.7,-1.94,-1.59,-2.54,76.3,95.83,1.41,0.04,1.45,1.95,2.51,4336.32,-61,475.83,180.7
(주)지니뮤직,043610,2022/12,30,6.53,5.78,11.85,70,95.17,2.45,6.04,1.01,0.31,0.48,4923.07,303,504.55,237.82
(주)지니틱스,303030,2018/12,,,,,,,,,,,,,,,
(주)지니틱스,303030,2019/12,,,,,,,,,,,,,,,
(주)지니틱스,303030,2020/12,,,,,,,,,,,,,,,
(주)지니틱스,303030,2021/12,,,,,,,,,,,,,,,
(주)지니틱스,303030,2022/12,,,,,,,,,,,,,,,
(주)지디,155960,2011/12,,,,,,,,,,,,,,,
(주)지디,155960,2012/12,,,,,,,,,,,,,,,
(주)지디,155960,2013/12,,,,,,,,,,,,,,,
(주)지디,155960,2014/12,11.16,1.9,0.87,1.4,88.84,98.17,0,-0.03,0,-1.99,-4.36,4040.09,0,1005.57,73.91
(주)지디,155960,2015/12,-0.56,-39.86,-13.97,-16.87,100.56,114.09,0,-14.96,0,-2.46,-4.3,2678.94,-991,445.74,-377.59
(주)지디,155960,2016/12,-14.73,-45.46,-11.12,-14.73,114.73,133.51,0,-11.79,0,-1.57,-2.77,1775.07,-807,299.45,-594.75
(주)지디,155960,2017/12,-48.89,-193.17,-21.63,-30.81,148.89,199.13,0,-22.13,0,-1.22,-1.76,697.92,-1365,12.59,-691.82
(주)지란지교시큐리티,208350,2014/12,,,,,,,,,,,,,,,
(주)지란지교시큐리티,208350,2015/12,,,,,,,,,,,,,,,
(주)지란지교시큐리티,208350,2016/12,,,,,,,,,,,,,,,
(주)지란지교시큐리티,208350,2017/12,46.45,18.59,11.4,13.75,53.55,79.93,0.65,11.5,0,0.2,0.34,1082.75,137,167.21,217.34
(주)지란지교시큐리티,208350,2018/12,40.71,5.63,3.88,4.92,59.29,94.82,0.62,3.8,0,-0.12,-0.34,1340.51,49,140.92,69.42
(주)지란지교시큐리티,208350,2019/12,38.6,7.41,4.84,8.21,61.4,94.36,0.47,4.5,0,-0.54,-1.64,1428.03,419,133.76,80.49
(주)지란지교시큐리티,208350,2020/12,33.41,-2.71,-1.67,-2.4,66.59,100.6,0.22,-1.73,0,-0.1,-0.26,7348.6,-131,875.09,-44.42
(주)지란지교시큐리티,208350,2021/12,39.56,-9.87,-5.42,-13.88,60.44,99.87,0.37,-5.4,0,0.03,0.07,6605.86,-660,1019.82,8.31
(주)지란지교시큐리티,208350,2022/12,39.96,3.5,2.01,3.56,60.04,97.15,0.24,1.43,0,-1.01,-1.65,7533.44,170,960.16,214.75
(주)지성이씨에스,138290,2011/12,,,,,,,,,,,,,,,
(주)지성이씨에스,138290,2012/12,,,,,,,,,,,,,,,
(주)지성이씨에스,138290,2013/12,,,,,,,,,,,,,,,
