회사명,거래소코드,회계년도,총자본회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),매출채권회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS)
(주)화신,010690,2022/12,1.32,2.7,2.56,16.34,2.73,3.13,21.28,3.39,6.74,1.48
(주)화인베스틸,133820,2011/12,1.02,6.38,1.21,7.86,2.67,7.86,4.05,8.84,1.72,1.07
(주)화인베스틸,133820,2012/12,1.16,6.58,1.41,7.38,3.18,13.22,4.18,16.3,1.93,1.2
(주)화인베스틸,133820,2013/12,1.1,4.61,1.45,5.97,2.95,11.07,4.01,15.91,1.86,1.18
(주)화인베스틸,133820,2014/12,1.13,3.16,1.76,7.87,2.49,9.61,3.37,16.5,2.13,1.18
(주)화인베스틸,133820,2015/12,0.9,2.08,1.58,11.58,2.01,7.76,2.71,10.63,1.67,0.93
(주)화인베스틸,133820,2016/12,0.73,1.61,1.32,10.79,1.91,5.7,2.87,7.06,1.25,0.79
(주)화인베스틸,133820,2017/12,0.58,1.27,1.06,7.47,1.52,3.67,2.59,4.56,1.01,0.63
(주)화인베스틸,133820,2018/12,0.65,1.45,1.19,9.8,1.61,3.82,2.77,4.49,1.26,0.71
(주)화인베스틸,133820,2019/12,0.61,1.4,1.1,12.2,1.47,4.74,2.12,5.74,1.26,0.67
(주)화인베스틸,133820,2020/12,0.51,1.17,0.9,12.87,1.32,4.62,1.86,6.49,0.96,0.57
(주)화인베스틸,133820,2021/12,0.69,1.59,1.21,10.5,1.77,3.94,3.22,5.03,1.27,0.75
(주)화인베스틸,133820,2022/12,0.77,1.77,1.36,7.61,1.79,3.87,3.35,4.89,1.52,0.8
(주)황금에스티,032560,2011/12,0.82,1.25,2.37,23.85,1.55,2.67,3.68,4.61,2.47,0.98
(주)황금에스티,032560,2012/12,0.67,0.97,2.15,20.37,1.37,2.59,2.93,3.83,1.87,0.88
(주)황금에스티,032560,2013/12,0.7,0.97,2.58,25.46,1.58,3.27,3.06,4.31,1.77,1.04
(주)황금에스티,032560,2014/12,0.7,0.94,2.79,24.02,1.64,3.32,3.26,4.47,1.69,1.1
(주)황금에스티,032560,2015/12,0.57,0.81,1.98,26.38,1.5,3,3.02,4.45,1.37,0.92
(주)황금에스티,032560,2016/12,0.48,0.71,1.52,33.07,1.28,2.28,2.9,4.86,1.33,0.79
(주)황금에스티,032560,2017/12,0.5,0.67,2.05,32.41,1.33,2.23,3.29,5.34,1.53,0.91
(주)황금에스티,032560,2018/12,0.51,0.64,2.51,28.62,1.43,2.61,3.16,5.57,1.54,0.95
(주)황금에스티,032560,2019/12,0.54,0.65,3.16,37.19,1.53,3.17,2.95,6.46,1.63,1.08
(주)황금에스티,032560,2020/12,0.48,0.59,2.73,22.2,1.27,3.54,1.97,6.96,1.58,0.9
(주)황금에스티,032560,2021/12,0.52,0.63,2.87,14.97,1.27,3.73,1.93,7.51,1.84,0.91
(주)황금에스티,032560,2022/12,0.58,0.68,3.97,27.81,1.33,3.14,2.3,7.28,2.23,1.03
(주)효성,004800,2011/12,1.15,3.24,1.78,8.92,3.13,4.69,9.39,6.04,3.29,1.46
(주)효성,004800,2012/12,1.11,3.13,1.71,9.81,3.26,4.95,9.53,6.48,3.02,1.47
(주)효성,004800,2013/12,1.12,3.21,1.73,11.21,3.91,6,11.18,8.37,2.8,1.58
(주)효성,004800,2014/12,1.09,3.21,1.66,10.97,4.21,6.48,12.06,9.55,2.6,1.57
(주)효성,004800,2015/12,1.04,2.81,1.64,11.61,4.4,6.67,12.87,9.5,2.42,1.61
(주)효성,004800,2016/12,1.03,2.49,1.77,11.79,4.77,7.39,13.42,10.26,2.38,1.73
(주)효성,004800,2017/12,1.1,2.47,1.97,10.07,4.75,7.23,13.82,10.69,2.55,1.78
(주)효성,004800,2018/12,0.07,0.13,0.15,0.69,0.35,0.52,1.07,0.79,0.18,0.14
(주)효성,004800,2019/12,0.16,0.19,1.24,18.22,4.3,5.13,26.64,12.39,0.64,1.8
(주)효성,004800,2020/12,0.12,0.14,0.85,44.87,1.2,1.24,40.61,9.11,0.55,0.8
(주)효성,004800,2021/12,0.36,0.43,2.48,34.46,2.53,2.58,140.15,13.2,1.93,1.91
(주)효성,004800,2022/12,0.25,0.29,1.75,15.38,1.82,1.86,71.92,6.8,1.39,1.34
(주)후성,093370,2011/12,0.88,2.01,1.55,9.48,2.87,4.58,7.7,5.57,1.48,1.39
(주)후성,093370,2012/12,0.72,1.58,1.34,9.31,2.61,4.51,6.2,5.56,1.24,1.29
(주)후성,093370,2013/12,0.71,1.44,1.39,9.38,2.7,4.22,7.52,5.7,1.23,1.42
(주)후성,093370,2014/12,0.78,2.04,1.25,7.62,2.58,4.02,7.18,4.91,1.47,1.3
(주)후성,093370,2015/12,0.93,2.89,1.37,7.25,2.71,4.06,8.14,4.85,1.85,1.38
(주)후성,093370,2016/12,0.74,1.55,1.41,8.97,2.13,2.85,8.4,5.02,1.47,1.27
(주)후성,093370,2017/12,0.87,1.44,2.17,22.88,2.81,3.83,10.58,7.41,1.85,1.82
(주)후성,093370,2018/12,0.81,1.36,2.02,24.51,3.15,4.93,8.72,7.75,1.8,1.91
(주)후성,093370,2019/12,0.61,1.09,1.38,20.58,2.46,3.93,6.54,7.99,1.41,1.52
(주)후성,093370,2020/12,0.57,1.03,1.29,25.11,2.32,3.26,7.97,9.26,1.38,1.36
(주)후성,093370,2021/12,0.72,1.19,1.84,29.21,2.83,4.17,8.79,9.51,1.68,1.65
(주)후성,093370,2022/12,0.84,1.3,2.38,26.15,3.44,6.81,6.94,10.64,1.8,2.04
(주)휠라홀딩스,081660,2011/12,0.81,1.58,1.66,17.12,1.82,2.65,5.79,4.68,53.22,1.23
(주)휠라홀딩스,081660,2012/12,0.62,1.3,1.2,16.4,1.66,2.61,4.6,4.79,18.82,1.03
(주)휠라홀딩스,081660,2013/12,0.61,1.18,1.26,11.97,1.85,3.31,4.22,6.19,11.88,1.12
(주)휠라홀딩스,081660,2014/12,0.58,1.09,1.24,13.65,1.97,3.97,3.93,8,11.66,1.31
(주)휠라홀딩스,081660,2015/12,0.5,0.91,1.11,23.8,2,4.85,3.4,12.58,10.27,1.29
(주)휠라홀딩스,081660,2016/12,0.42,0.81,0.87,24.61,1.9,4.83,3.12,12.1,7.62,1
(주)휠라홀딩스,081660,2017/12,0.48,0.91,1.02,21.19,2.14,5.23,3.63,10.85,5.94,0.93
(주)휠라홀딩스,081660,2018/12,0.74,1.28,1.74,18.44,2.82,6.11,5.23,13.2,9.04,1.38
(주)휠라홀딩스,081660,2019/12,0.81,1.37,2,23.04,2.45,4.16,5.98,13.19,13.52,1.42
(주)휠라홀딩스,081660,2020/12,0,0,0,0.04,0,0,0.01,0.01,0.01,0
(주)휠라홀딩스,081660,2021/12,0.15,0.24,0.39,0,2.05,2.05,0,184.76,47.22,0.39
(주)휠라홀딩스,081660,2022/12,0.19,0.3,0.55,0,2.12,2.12,0,0,146.58,0.56
(주)휴니드테크놀러지스,005870,2011/12,0.34,0.67,0.7,7.62,0.95,1.49,2.62,6.35,0.64,0.59
(주)휴니드테크놀러지스,005870,2012/12,0.31,0.63,0.62,6.9,0.91,1.53,2.23,6,0.56,0.5
(주)휴니드테크놀러지스,005870,2013/12,0.43,0.93,0.82,6.41,1.24,2.11,2.99,5.73,0.79,0.65
(주)휴니드테크놀러지스,005870,2014/12,0.3,0.64,0.57,3.79,0.81,1.35,2.03,3.36,0.56,0.42
(주)휴니드테크놀러지스,005870,2015/12,0.41,0.85,0.78,4.86,0.93,1.47,2.52,5.69,0.86,0.48
(주)휴니드테크놀러지스,005870,2016/12,1.07,2.02,2.29,11.31,2.22,3.31,6.72,25.65,2.5,1.26
(주)휴니드테크놀러지스,005870,2017/12,1.14,1.74,3.33,14.12,2.4,3.68,6.93,16.19,2.44,1.58
(주)휴니드테크놀러지스,005870,2018/12,1.39,2.4,3.33,33.01,2.42,4.6,5.11,19.14,3.53,1.48
(주)휴니드테크놀러지스,005870,2019/12,0.8,1.73,1.48,16.01,1.2,2.1,2.81,23.79,2.69,0.68
(주)휴니드테크놀러지스,005870,2020/12,0.77,1.68,1.43,9.63,1.13,2.01,2.56,30.94,2.8,0.65
(주)휴니드테크놀러지스,005870,2021/12,0.88,1.8,1.72,13.71,1.24,2.54,2.42,34.43,3.29,0.74
(주)휴니드테크놀러지스,005870,2022/12,0.78,1.6,1.51,28.86,1.06,1.89,2.4,29.01,3.25,0.63
(주)휴비스,079980,2011/12,2.15,6.77,3.15,5.27,4.1,6.33,11.66,9.88,4.96,1.85
(주)휴비스,079980,2012/12,1.85,4.41,3.19,4.54,3.41,5.13,10.22,9.25,4.39,1.7
(주)휴비스,079980,2013/12,1.76,3.65,3.4,4.74,3.22,4.71,10.18,9.44,4.12,1.69
(주)휴비스,079980,2014/12,1.53,3.24,2.89,4.91,3.31,4.98,9.91,8.8,3.61,1.66
(주)휴비스,079980,2015/12,1.26,2.6,2.43,5.34,3.48,5.51,9.44,7.99,2.91,1.7
(주)휴비스,079980,2016/12,1.15,2.37,2.23,5.49,3.49,5.75,8.88,7.82,2.46,1.65
(주)휴비스,079980,2017/12,1.26,2.71,2.36,5.61,3.89,6.47,9.74,8.32,2.63,1.72
(주)휴비스,079980,2018/12,1.29,2.87,2.33,5.06,3.04,4.8,8.25,8.17,2.77,1.5
(주)휴비스,079980,2019/12,1.04,2.37,1.86,4.98,2.55,4.24,6.42,7.47,2.19,1.26
(주)휴비스,079980,2020/12,0.93,1.87,1.83,6.67,2.51,3.9,7.03,7.71,1.85,1.27
(주)휴비스,079980,2021/12,1.15,2.1,2.56,7.39,2.84,4.45,7.84,8.81,2.19,1.49
(주)휴비스,079980,2022/12,1.14,2.15,2.44,7.22,3.42,6.96,6.72,9.11,2.03,1.62
(주)휴스틸,005010,2011/12,1.12,1.56,3.96,12.34,2.51,3.75,7.65,4.75,2.9,1.59
(주)휴스틸,005010,2012/12,1.08,1.52,3.65,14.61,2.53,3.66,8.16,4.77,2.67,1.57
(주)휴스틸,005010,2013/12,0.96,1.33,3.42,15.9,2.44,3.79,6.87,4.62,2.24,1.54
(주)휴스틸,005010,2014/12,1.01,1.41,3.56,16.63,2.51,3.86,7.18,4.77,2.4,1.6
(주)휴스틸,005010,2015/12,0.66,0.89,2.59,11.27,1.78,2.72,5.19,3.58,1.43,1.11
(주)휴스틸,005010,2016/12,0.72,0.98,2.68,11.4,1.96,2.87,6.18,4.4,1.52,1.2
(주)휴스틸,005010,2017/12,1.05,1.68,2.82,15.26,2.26,3.1,8.29,4.1,2.63,1.32
(주)휴스틸,005010,2018/12,0.86,1.35,2.34,11.91,1.76,2.62,5.38,3.41,2.21,1.04
(주)휴스틸,005010,2019/12,0.79,1.12,2.7,12.97,1.79,3.06,4.34,4.63,1.88,1.1
(주)휴스틸,005010,2020/12,0.61,0.84,2.22,13.87,1.53,2.62,3.7,3.86,1.37,0.97
(주)휴스틸,005010,2021/12,0.79,1.11,2.71,14.29,2.14,3.67,5.12,5.11,1.58,1.38
(주)휴스틸,005010,2022/12,0.83,1.15,2.97,14.77,2.06,3.09,6.23,4.51,1.63,1.41
AJ네트웍스(주),095570,2011/12,,,,,,,,,,
AJ네트웍스(주),095570,2012/12,,,,,,,,,,
AJ네트웍스(주),095570,2013/12,0.05,0.2,0.07,4.92,0.65,0.77,4.3,0.93,0.09,0.09
AJ네트웍스(주),095570,2014/12,0.44,1.48,0.63,36.61,5.62,6.5,41.49,8.69,0.79,0.91
AJ네트웍스(주),095570,2015/12,0.36,0.93,0.58,25.02,3.04,3.4,29.38,7.58,0.68,0.76
AJ네트웍스(주),095570,2016/12,0.35,0.9,0.56,15.2,2.12,2.25,35.43,6.77,0.66,0.66
AJ네트웍스(주),095570,2017/12,0.31,0.98,0.46,14.52,1.78,1.87,35.07,5.95,0.57,0.54
AJ네트웍스(주),095570,2018/12,0.33,1.22,0.46,20.01,1.57,1.65,29.09,6.67,1.15,0.52
AJ네트웍스(주),095570,2019/12,0.34,1.36,0.45,23.4,1.47,1.56,27.35,7.85,7.71,0.53
AJ네트웍스(주),095570,2020/12,0.37,1.49,0.5,21.47,1.93,2.1,23.76,8.7,8.12,0.61
AJ네트웍스(주),095570,2021/12,0.4,1.45,0.56,16.66,2.97,3.28,31.68,8.88,8.45,0.8
AJ네트웍스(주),095570,2022/12,0.46,1.61,0.65,15.98,3.22,3.49,41.17,10.12,9.97,0.77
CS홀딩스(주),000590,2011/12,0.02,0.02,0.36,0,0.12,0.12,0,6.92,8.13,0.12
CS홀딩스(주),000590,2012/12,0.01,0.01,0.26,0,0.09,0.09,0,5.52,7.02,0.09
CS홀딩스(주),000590,2013/12,0.01,0.01,0.25,0,0.09,0.09,0,5.09,9.81,0.09
CS홀딩스(주),000590,2014/12,0.01,0.01,0.22,0,0.09,0.09,0,4.7,11.08,0.09
CS홀딩스(주),000590,2015/12,0.01,0.01,0.19,0,0.07,0.07,0,5.24,10.15,0.06
CS홀딩스(주),000590,2016/12,0.01,0.01,0.2,0,0.05,0.05,0,5.35,9.9,0.05
CS홀딩스(주),000590,2017/12,0.02,0.02,0.33,0,0.07,0.07,0,6.94,6.95,0.07
CS홀딩스(주),000590,2018/12,0.02,0.02,0.39,0,0.09,0.09,0,9.62,6.22,0.09
CS홀딩스(주),000590,2019/12,0.02,0.02,0.43,0,0.09,0.09,0,15.46,9.58,0.09
CS홀딩스(주),000590,2020/12,0.02,0.02,0.44,0,0.09,0.09,0,29.05,15.42,0.09
CS홀딩스(주),000590,2021/12,0.02,0.02,0.46,0,0.11,0.11,0,0,36.54,0.11
CS홀딩스(주),000590,2022/12,0.02,0.02,0.48,0,0.11,0.11,0,0,79.76,0.11
HD현대(주),267250,2017/12,,,,,,,,,,
HD현대(주),267250,2018/12,0.07,0.1,0.22,74.46,1.92,2.35,10.37,6.04,10.66,0.27
HD현대(주),267250,2019/12,0.06,0.09,0.18,30.5,0.67,0.72,9.59,4.98,8.22,0.2
HD현대(주),267250,2020/12,0.05,0.07,0.15,22.61,0.51,0.53,16.04,7.39,7.6,0.22
HD현대(주),267250,2021/12,0.03,0.05,0.11,17.73,1.27,1.27,0,1150.8,3.3,0.33
HD현대(주),267250,2022/12,0.04,0.06,0.12,10.44,3.23,3.23,0,391.91,5.11,0.4
KG스틸(주),016380,2011/12,0.75,2.43,1.09,3.59,3.1,5.87,6.57,6.71,1.08,1.22
KG스틸(주),016380,2012/12,0.71,2.45,1,3.35,3.09,5.48,7.11,6.26,1.02,1.15
KG스틸(주),016380,2013/12,0.68,2.44,0.94,3.16,2.95,5.07,7.05,5.81,1.01,1.02
KG스틸(주),016380,2014/12,0.68,3.9,0.83,3.12,2.71,4.11,7.94,5.4,1.25,0.97
KG스틸(주),016380,2015/12,0.6,38.52,0.61,3,2.52,3.48,9.12,4.7,1.52,1.06
KG스틸(주),016380,2016/12,0.63,18.76,0.65,3.71,3.15,4.58,10.03,5.19,1.57,1.38
KG스틸(주),016380,2017/12,0.73,11.77,0.78,3.95,3.34,4.83,10.82,6.13,1.91,0.94
KG스틸(주),016380,2018/12,0.79,20.26,0.82,3.76,3.28,4.89,9.92,6.39,2.11,0.94
KG스틸(주),016380,2019/12,0.81,3.68,1.04,5.17,3.37,5.2,9.55,6.53,2.19,1.7
KG스틸(주),016380,2020/12,0.98,2.26,1.74,10.97,3.92,6.93,9,8.33,2,2.23
KG스틸(주),016380,2021/12,1.3,3.09,2.26,14.18,3.88,8.61,7.05,10.07,2.38,2.22
KG스틸(주),016380,2022/12,1.31,2.65,2.58,15.44,3.74,7.94,7.06,10.43,2.7,2.2
KISCO홀딩스(주),001940,2011/12,0.02,0.02,1.05,0,0.52,0.52,0,0,186.84,0.48
KISCO홀딩스(주),001940,2012/12,0.02,0.02,1.02,0,0.36,0.36,0,0,466.12,0.34
KISCO홀딩스(주),001940,2013/12,0.03,0.03,1.94,0,0.38,0.38,0,0,3580.92,0.38
KISCO홀딩스(주),001940,2014/12,0.03,0.03,1.96,0,0.33,0.33,0,0,1105.76,0.33
KISCO홀딩스(주),001940,2015/12,0.03,0.03,2.59,0,0.26,0.26,0,0,685.37,0.25
KISCO홀딩스(주),001940,2016/12,0.03,0.03,18.14,0,0.21,0.21,0,0,676.63,0.21
KISCO홀딩스(주),001940,2017/12,0.02,0.02,24.1,0,0.17,0.17,0,0,655.39,0.17
KISCO홀딩스(주),001940,2018/12,0.02,0.02,37.36,0,0.15,0.15,0,0,1149.76,0.15
KISCO홀딩스(주),001940,2019/12,0.03,0.03,28.84,0,0.15,0.15,0,0,2558.11,0.15
KISCO홀딩스(주),001940,2020/12,0.03,0.03,23.17,0,0.15,0.15,0,0,7711.7,0.15
KISCO홀딩스(주),001940,2021/12,0.03,0.03,15.68,0,0.16,0.16,0,0,4891223.77,0.16
KISCO홀딩스(주),001940,2022/12,0.03,0.03,12.34,0,0.23,0.23,0,0,954.65,0.23
LG이노텍(주),011070,2011/12,1.05,3.11,1.57,8.68,2.87,3.61,13.89,5.34,2.07,1.55
LG이노텍(주),011070,2012/12,1.14,4,1.59,7.67,2.85,3.54,14.75,5.15,2.45,1.49
LG이노텍(주),011070,2013/12,1.23,4.48,1.7,8.29,2.97,3.59,17.07,4.93,2.83,1.55
LG이노텍(주),011070,2014/12,1.4,4.23,2.08,9.83,3.26,3.83,21.92,5.17,3.39,1.76
LG이노텍(주),011070,2015/12,1.48,3.67,2.47,9.81,3.42,4.01,23.32,5.34,3.71,1.87
LG이노텍(주),011070,2016/12,1.4,3.38,2.38,8.18,3.22,3.88,19.11,5.03,3.57,1.73
LG이노텍(주),011070,2017/12,1.52,4.23,2.37,7.77,3.44,4.36,16.24,5.57,3.74,1.76
LG이노텍(주),011070,2018/12,1.46,4.09,2.26,8.75,3.52,4.54,15.7,6.8,3.35,1.86
LG이노텍(주),011070,2019/12,1.59,4.12,2.58,10.62,3.87,4.78,20.22,8.74,3.75,2.09
LG이노텍(주),011070,2020/12,1.76,4.48,2.9,9.25,3.66,4.69,16.62,9.12,4.81,2
LG이노텍(주),011070,2021/12,2.34,5.76,3.94,9.84,4.4,6.23,15.03,10.29,6.8,2.42
LG이노텍(주),011070,2022/12,2.44,5.91,4.15,9.76,4.82,7.58,13.24,10.99,6.57,2.53
LS일렉트릭(주),010120,2011/12,0.89,1.91,1.67,9,2.25,2.8,11.31,5.35,2.95,1.33
LS일렉트릭(주),010120,2012/12,0.94,2.11,1.7,10.03,2.19,2.64,12.71,4.92,3.3,1.37
LS일렉트릭(주),010120,2013/12,0.92,2.06,1.66,10.9,1.94,2.24,14.15,4.52,3.5,1.29
LS일렉트릭(주),010120,2014/12,0.89,1.97,1.62,11.46,1.77,1.95,19.17,4.67,3.53,1.17
LS일렉트릭(주),010120,2015/12,0.82,1.82,1.51,10.49,1.58,1.7,23.48,4.4,3.35,1.04
LS일렉트릭(주),010120,2016/12,0.81,1.73,1.54,10.02,1.56,1.68,22.27,4.19,3.39,1.04
LS일렉트릭(주),010120,2017/12,0.86,1.73,1.72,10.47,1.64,1.78,22.16,4.3,3.76,1.09
LS일렉트릭(주),010120,2018/12,0.89,1.66,1.91,11.4,1.66,1.82,19.46,4.68,4.17,1.11
LS일렉트릭(주),010120,2019/12,0.8,1.44,1.78,9.76,1.44,1.57,17.42,4.53,4.12,0.97
LS일렉트릭(주),010120,2020/12,0.79,1.4,1.83,10.76,1.39,1.49,20.79,4.89,4.31,0.97
LS일렉트릭(주),010120,2021/12,0.78,1.36,1.82,11.9,1.37,1.48,19.55,5.27,4.42,0.97
LS일렉트릭(주),010120,2022/12,0.87,1.59,1.93,11.43,1.55,1.76,13.07,5.66,5.33,1.02
OCI(주),010060,2011/12,0.69,1.26,1.51,29.79,2.57,3.23,12.54,8.98,1.11,1.62
OCI(주),010060,2012/12,0.42,0.72,0.98,19.5,1.59,2.1,6.49,5.48,0.7,1.17
OCI(주),010060,2013/12,0.38,0.69,0.83,18.69,1.58,2.12,6.17,4.31,0.69,1.07
OCI(주),010060,2014/12,0.41,0.76,0.9,21.44,1.79,2.5,6.29,4.6,0.81,1.03
OCI(주),010060,2015/12,0.41,0.74,0.9,22.69,1.73,2.42,6.02,4.55,0.85,1.02
OCI(주),010060,2016/12,0.43,0.75,1.02,22.65,1.75,2.19,8.77,4.27,0.99,1.03
OCI(주),010060,2017/12,0.48,0.77,1.27,19.93,1.83,2.17,11.64,5.08,1.23,1.05
OCI(주),010060,2018/12,0.45,0.68,1.36,16.65,1.65,2.09,7.84,5.91,1.21,1.01
OCI(주),010060,2019/12,0.41,0.59,1.35,15.05,1.5,2.1,5.31,5.81,1.29,0.94
OCI(주),010060,2020/12,0.34,0.5,1.09,12.54,1.35,1.84,5.05,4.97,1.58,0.81
OCI(주),010060,2021/12,0.45,0.64,1.53,12.3,1.73,2.34,6.7,6.85,2.47,1.04
OCI(주),010060,2022/12,0.59,0.84,1.94,13.51,2.05,2.86,7.24,7.32,3.36,1.22
SK이노베이션(주),096770,2011/12,0.07,0.13,0.16,0.73,0.2,0.31,0.57,0.78,0.26,0.11
SK이노베이션(주),096770,2012/12,0.16,0.18,1.07,442.23,1.17,1.2,49.25,15.78,1.74,0.92
SK이노베이션(주),096770,2013/12,0.1,0.11,0.89,306.53,0.98,1.02,25.11,10.78,0.96,0.76
SK이노베이션(주),096770,2014/12,0.11,0.12,1.12,373.2,1.96,2.15,21.98,12.36,0.99,1.6
SK이노베이션(주),096770,2015/12,0.12,0.13,1.11,167.58,1.67,1.79,24.94,10.55,1.12,1.38
SK이노베이션(주),096770,2016/12,0.09,0.1,0.85,95.71,1.09,1.18,13.28,6.93,0.91,0.9
SK이노베이션(주),096770,2017/12,0.22,0.25,2.03,195.04,2.53,2.81,25.54,16.85,2.16,1.75
SK이노베이션(주),096770,2018/12,0.24,0.28,1.62,102.66,2.38,2.62,26.52,17.93,2.18,1.68
SK이노베이션(주),096770,2019/12,0.19,0.23,0.98,44.28,2.1,2.48,13.92,16.13,1.9,1.47
SK이노베이션(주),096770,2020/12,0.22,0.28,1.09,23.78,2.49,3.12,12.29,18.73,2.92,1.42
SK이노베이션(주),096770,2021/12,0.22,0.27,1.19,34.2,2.65,3.01,22.47,23.35,5.16,1.66
SK이노베이션(주),096770,2022/12,0.1,0.13,0.6,0,1.66,1.69,126.54,20.3,5.61,0.85
SNT모티브(주),064960,2011/12,0.99,1.76,2.26,4.52,2.1,2.91,7.51,4.05,2.34,1.21
SNT모티브(주),064960,2012/12,0.95,1.67,2.19,4.15,1.97,2.76,6.89,3.8,2.25,1.16
SNT모티브(주),064960,2013/12,0.9,1.54,2.13,4.43,1.96,2.77,6.63,3.84,2.2,1.14
SNT모티브(주),064960,2014/12,0.9,1.5,2.26,4.76,2.04,2.97,6.51,4.03,2.3,1.2
SNT모티브(주),064960,2015/12,0.98,1.52,2.75,5.68,2.08,2.91,7.26,4.31,2.57,1.32
SNT모티브(주),064960,2016/12,0.87,1.3,2.66,5.79,1.76,2.35,6.94,3.93,2.41,1.17
SNT모티브(주),064960,2017/12,0.9,1.31,2.84,5.77,1.78,2.31,7.71,4.29,2.55,1.2
SNT모티브(주),064960,2018/12,0.86,1.24,2.86,5.22,1.74,2.25,7.68,4.48,2.46,1.19
SNT모티브(주),064960,2019/12,0.9,1.27,3.1,6.18,1.69,2.14,8.04,5.06,2.59,1.19
SNT모티브(주),064960,2020/12,0.84,1.18,2.89,5.91,1.47,1.81,7.78,5.1,2.51,1.04
SNT모티브(주),064960,2021/12,0.81,1.12,2.97,6.17,1.44,1.8,7.33,5.48,2.59,1.03
SNT모티브(주),064960,2022/12,0.85,1.16,3.19,6.69,1.47,1.88,6.86,5.52,2.9,1.07
SNT중공업(주),003570,2011/12,0.68,0.98,2.22,5.19,1.61,2.23,5.78,4.38,1.47,1.08
SNT중공업(주),003570,2012/12,0.63,0.89,2.15,4.72,1.53,2.15,5.32,3.78,1.39,1.04
SNT중공업(주),003570,2013/12,0.59,0.8,2.19,5.05,1.4,2.07,4.29,3.81,1.29,0.99
SNT중공업(주),003570,2014/12,0.56,0.77,2.1,5.78,1.29,1.91,3.96,4.33,1.22,0.93
SNT중공업(주),003570,2015/12,0.5,0.67,1.93,7.89,1.13,1.61,3.78,4.66,1.09,0.83
SNT중공업(주),003570,2016/12,0.46,0.61,1.84,8.13,0.99,1.32,3.95,4.65,1.01,0.75
SNT중공업(주),003570,2017/12,0.44,0.59,1.75,8.59,0.95,1.2,4.48,4.97,0.97,0.71
SNT중공업(주),003570,2018/12,0.41,0.55,1.54,11.84,0.86,1.09,4.18,6.34,0.89,0.66
SNT중공업(주),003570,2019/12,0.36,0.49,1.39,12.57,0.77,0.97,3.64,6.94,0.82,0.62
SNT중공업(주),003570,2020/12,0.28,0.38,1.06,10.37,0.62,0.8,2.76,6.5,0.72,0.49
SNT중공업(주),003570,2021/12,0.31,0.42,1.2,11.33,0.67,0.85,3.22,9.36,0.96,0.52
SNT중공업(주),003570,2022/12,0.36,0.49,1.37,11.81,0.75,0.98,3.18,8.54,1.18,0.56
STX엔진(주),077970,2011/12,0.66,1.7,1.08,6.35,1.55,2.04,6.47,2.97,3.62,0.71
STX엔진(주),077970,2012/12,0.52,1.42,0.83,4.74,1.04,1.37,4.42,1.94,3.15,0.51
STX엔진(주),077970,2013/12,0.44,0,0.55,4.05,0.75,0.97,3.26,1.44,2.2,0.38
STX엔진(주),077970,2014/12,0.65,0,0.62,6.97,1.03,1.44,3.58,2.13,2.41,0.51
STX엔진(주),077970,2015/12,0.66,0,0.69,8.8,1.06,1.61,3.1,2.89,2.35,0.59
STX엔진(주),077970,2016/12,0.6,4.56,0.7,10.03,1.05,1.64,2.9,3.57,1.93,0.52
STX엔진(주),077970,2017/12,0.56,4.24,0.64,9.65,1.04,1.59,3.01,3.93,1.61,0.43
STX엔진(주),077970,2018/12,0.67,3.42,0.84,9.87,1.21,1.88,3.41,4.12,2.01,0.59
STX엔진(주),077970,2019/12,0.69,2.5,0.94,10.7,1.25,2.11,3.04,4.09,2.1,0.71
STX엔진(주),077970,2020/12,0.69,2.24,1,12.64,1.3,2.09,3.44,4.28,2.06,0.66
STX엔진(주),077970,2021/12,0.56,1.71,0.84,10.98,1.1,1.76,2.92,3.93,1.63,0.51
STX엔진(주),077970,2022/12,0.62,1.96,0.91,11.25,1.2,2.03,2.92,5.44,1.81,0.55
STX조선해양(주),067250,2011/12,0.66,2.51,0.89,8.95,1.6,1.7,27.41,158.52,2.97,0.65
STX조선해양(주),067250,2012/12,0.56,2.41,0.73,5.06,1.48,1.59,20.31,86.11,2.28,0.55
STX조선해양(주),067250,2013/12,0.37,0,0.28,2.41,0.89,0.97,10.14,27.56,1.17,0.29
STX중공업(주),071970,2011/12,1.01,3.09,1.51,5.54,1.75,2.78,4.76,3.18,2.63,0.87
STX중공업(주),071970,2012/12,0.82,2.45,1.23,4.77,1.44,2.02,5.04,2.28,2.1,0.71
STX중공업(주),071970,2013/12,0.8,4.41,0.97,4.78,1.67,2.11,7.97,3.49,1.84,0.81
STX중공업(주),071970,2014/12,0.63,0,0.66,3.6,1.46,1.84,7.16,4.91,1.41,0.72
STX중공업(주),071970,2015/12,0.72,0,0.75,4.94,1.74,2.24,7.76,6.23,1.56,0.87
STX중공업(주),071970,2016/12,0.36,0,0.29,2.43,0.95,1.32,3.46,3.69,0.74,0.29
STX중공업(주),071970,2017/12,0.31,0,0.24,2.58,0.97,1.48,2.81,4.31,0.61,0.22
STX중공업(주),071970,2018/12,0.33,1.43,0.42,7.61,0.79,1.07,2.98,5.86,0.69,0.37
