회사명,거래소코드,회계년도,매출액총이익률(IFRS),매출액순이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),광고선전비 대 매출액비율(IFRS),기업순이익률(IFRS),R & D 투자효율(IFRS),금융비용 대 총비용비율(IFRS),이자부담률(IFRS),1주당매출액(IFRS),1주당순이익(IFRS),1주당 CASH FLOW(IFRS),1주당정상영업이익(IFRS)
(주)원익홀딩스,030530,2018/12,22.36,11.51,4.17,5.34,77.64,87.08,0.05,3.9,0,-0.84,-1.24,3299.24,392,438.34,426.34
(주)원익홀딩스,030530,2019/12,22.56,1.35,0.39,0.48,77.44,89.2,0.08,-0.95,0,-4.4,-6.73,2630.17,37,579.42,284.09
(주)원익홀딩스,030530,2020/12,20.08,8.9,3.99,5.25,79.92,87.9,0.02,4,0,0.02,0.03,4489.27,412,569.81,543.35
(주)원익홀딩스,030530,2021/12,19.22,8.97,3.33,4.49,80.78,90.59,0.03,3.04,0,-0.84,-1.12,4032.77,366,178.28,379.3
(주)원익홀딩스,030530,2022/12,17.78,5.02,1.55,2.1,82.22,94.69,0.05,0.92,0,-2.23,-2.46,3485.91,177,-58.21,184.96
(주)원일특강,012620,2011/12,8.88,3.27,5.31,11.9,91.12,94.47,0.01,7.64,0,1.5,4.21,52728.27,1726,-4088.2,3062.23
(주)원일특강,012620,2012/12,8.54,2.8,4.01,8.82,91.46,94.96,0.01,6.15,0,1.54,3.92,50489.34,1413,3975.13,2544.29
(주)원일특강,012620,2013/12,9.32,2.67,3.76,7.69,90.68,95.24,0.03,5.33,0,1.15,3.07,49872.53,1332,-349.6,2373.62
(주)원일특강,012620,2014/12,9.25,3.23,4.61,9.04,90.75,94.8,0.01,5.95,0,0.98,2.74,52487.27,1695,2917.49,2728.77
(주)원일특강,012620,2015/12,7.5,1.82,2.58,4.82,92.5,96.85,0,3.59,0,0.73,2.18,52875.61,963,634.27,1666.23
(주)원일특강,012620,2016/12,9.45,2.42,3.03,5.35,90.55,96.39,0,4.01,0,0.81,2.27,46277.87,1121,2953.08,1670.99
(주)원일특강,012620,2017/12,8.78,2.96,3.79,6.85,91.22,96.03,0,4.6,0,0.65,1.81,51589.64,1526,-1729.58,2049.99
(주)원일특강,012620,2018/12,8.5,2.17,2.7,5.01,91.5,96.37,0.01,3.61,0,0.75,1.97,54174.8,1176,2516.36,1966.02
(주)원일특강,012620,2019/12,7.71,4.19,5.09,9.18,92.29,96.39,0.01,6.05,0,0.8,2.14,54817.39,2296,513.38,1978.75
(주)원일특강,012620,2020/12,7.41,-0.09,-0.11,-0.2,92.59,99.48,0,0.73,0,0.72,1.84,54282.61,-51,634.46,280.89
(주)원일특강,012620,2021/12,9.34,2.66,3.87,7.21,90.66,94.62,0.02,4.35,0,0.34,1.03,72563.55,1933,1172.07,3904.33
(주)원일특강,012620,2022/12,7.01,3.03,4.62,8.52,92.99,95.5,0.01,5.35,0,0.49,1.59,81237.97,2462,-1605.02,3652.03
(주)원준,382840,2020/12,,,,,,,,,,,,,,,
(주)원준,382840,2021/12,26.33,9.43,4.05,6.21,73.67,80.33,0,4.08,1.08,0.08,0.09,776139.84,1375,-102894.64,152689.22
(주)원준,382840,2022/12,12.1,9.06,8.71,12.89,87.9,92.49,0,8.19,0.54,-0.58,-1.61,9508.27,862,-592.88,713.93
(주)원티드랩,376980,2020/12,,,,,,,,,,,,,,,
(주)원티드랩,376980,2021/12,0,9.76,6.78,9.36,0,79.97,18.84,8.47,0,2.72,6.14,127695.83,405,41104.25,25579.24
(주)원티드랩,376980,2022/12,0,18.79,18.42,24.83,0,81.63,19.52,18.04,0,-0.48,-1.46,5333.15,1002,1355.38,979.53
(주)원풍,008370,2011/12,12.28,4.52,6.37,8.4,87.72,97.4,0.04,6.1,0,-0.2,-1.11,8634.31,391,305.74,462.38
(주)원풍,008370,2012/12,13.48,4.03,5.37,6.95,86.52,93.47,0.01,5.04,0,-0.26,-1.46,8425.09,344,898.26,550.23
(주)원풍,008370,2013/12,13.49,5.59,6.26,7.81,86.51,94.18,0,5.93,0,-0.31,-1.67,7216.54,409,473.02,419.71
(주)원풍,008370,2014/12,14.85,6.21,6.39,7.61,85.15,93.49,0,5.83,0,-0.57,-3.52,6710.88,419,311.55,436.66
(주)원풍,008370,2015/12,20.2,6.46,6.53,7.52,79.8,88.46,0,6.19,0,-0.35,-2.55,6762.37,437,1165.72,780.58
(주)원풍,008370,2016/12,16.86,7.73,6.83,7.73,83.14,92.01,0.05,6.48,0,-0.43,-3.08,6143.48,475,397.54,490.83
(주)원풍,008370,2017/12,12.14,3.68,3.05,3.4,87.86,95.26,0.04,2.81,0,-0.29,-2.25,5864.77,216,561.35,278.18
(주)원풍,008370,2018/12,8.54,-1.93,-1.59,-1.77,91.46,99.2,0.01,-1.9,0,-0.36,-2.94,5691.22,-110,225.71,45.52
(주)원풍,008370,2019/12,11.38,3.55,3.2,3.6,88.62,96.29,0,2.77,0,-0.48,-3.82,6071.04,225,646.74,225.52
(주)원풍,008370,2020/12,13.52,4.87,4.4,4.97,86.48,92.99,0.01,4.12,0,-0.32,-2.41,6133.79,322,593.2,430.11
(주)원풍,008370,2021/12,11.66,5.78,5.92,6.76,88.34,95.63,0.01,5.54,0,-0.39,-3.06,7409.83,435,378.44,323.87
(주)원풍,008370,2022/12,16.65,9.41,9.26,10.32,83.35,91.27,0,8.49,0,-0.84,-7.48,7457.55,732,1049.01,650.82
(주)월덱스,101160,2011/12,28.63,10.23,5.82,12.04,71.37,83.67,0.02,7.28,0,2.75,2.82,8723.55,893,2098.23,1568.16
(주)월덱스,101160,2012/12,26.82,2.51,1.07,2.24,73.18,86.4,0.07,2.45,0,2.98,2.65,6973.3,175,908.69,948.24
(주)월덱스,101160,2013/12,22.47,-12.09,-4.76,-10.32,77.53,98.12,0.08,-3.39,0,2.72,2.55,6340.75,-766,179.94,119.35
(주)월덱스,101160,2014/12,24.55,-2.35,-0.91,-1.92,75.45,93.62,0.06,0.49,0,3.25,2.68,5092.7,-120,782.02,324.85
(주)월덱스,101160,2015/12,28.55,-29.42,-12.66,-27.16,71.45,91.6,0,-11.23,0,2.43,2.68,3264.27,-960,477.66,274.14
(주)월덱스,101160,2016/12,29.57,1.72,0.81,1.78,70.43,92.55,0.01,2.42,0,3.34,2.96,3132.87,56,325.66,233.42
(주)월덱스,101160,2017/12,28.97,9.07,6.05,11.51,71.03,83.05,0,7.32,0,2.04,2.68,3944.55,362,744.16,668.5
(주)월덱스,101160,2018/12,30.87,14.94,11.13,18.64,69.13,80.12,0,12,0,1.4,2.16,4579.16,684,622.53,910.15
(주)월덱스,101160,2019/12,31.16,16.82,12.41,19.25,68.84,79.19,0,12.87,0,0.75,1.28,5016.93,844,1448.92,1044.11
(주)월덱스,101160,2020/12,33.1,26.59,23.13,33.27,66.9,74.45,0,23.28,0,0.21,0.47,7147.54,1901,1244.97,1825.89
(주)월덱스,101160,2021/12,30.27,20.57,18.78,25.65,69.73,76.16,0,18.95,0,0.24,0.63,9437.15,1941,1337.1,2250.16
(주)월덱스,101160,2022/12,29.41,19.6,19.53,25.92,70.59,76.07,0,19.63,0,0.14,0.43,12833.99,2515,1130.64,3071.41
(주)웨이버스,336060,2019/12,,,,,,,,,,,,,,,
(주)웨이버스,336060,2020/12,,,,,,,,,,,,,,,
(주)웨이버스,336060,2021/12,,,,,,,,,,,,,,,
(주)웨이버스,336060,2022/12,20.37,-22.08,-23.29,-33.76,79.63,95.91,0.14,-23.91,0,-0.47,-2,809.32,-114,91.68,33.1
(주)웨이브일렉트로닉스,095270,2011/12,34.72,-28.1,-12.89,-17.04,65.28,126.45,0.07,-14.46,0,-3.17,-6.43,1896.72,-657,-144.8,-319.28
(주)웨이브일렉트로닉스,095270,2012/12,34.58,-6.27,-3.53,-4.62,65.42,109.92,0,-4.39,0,-1.26,-3.64,2057.17,-159,295.37,-204.12
(주)웨이브일렉트로닉스,095270,2013/12,24.6,-16.45,-15.25,-21.73,75.4,113.31,0.01,-15.93,0,-0.59,-2.26,3424.66,-688,-354.94,-455.77
(주)웨이브일렉트로닉스,095270,2014/12,20.64,3.97,3.86,5.45,79.36,95.39,0,3.27,0,-0.63,-2.03,3727.26,177,267.09,171.95
(주)웨이브일렉트로닉스,095270,2015/12,25.62,-17.55,-9.26,-13.99,74.38,110.62,0,-9.08,0,0.31,0.52,2453.66,-491,-183.22,-260.69
(주)웨이브일렉트로닉스,095270,2016/12,15.6,-15.83,-6.88,-13.02,84.4,113.05,0,-6.9,0,-0.05,-0.05,2781.65,-485,-66.97,-363.05
(주)웨이브일렉트로닉스,095270,2017/12,35.9,3.7,1.52,2.98,64.1,96.53,0,1.38,0,-0.36,-0.29,3069.91,121,-255.51,106.57
(주)웨이브일렉트로닉스,095270,2018/12,27.9,-32.93,-10.63,-20.57,72.1,133.49,0,-9.62,0,2.25,2.08,2471,-855,-573.15,-827.42
(주)웨이브일렉트로닉스,095270,2019/12,21.58,-151.16,-46.85,-122.51,78.42,192.32,0,-43.11,0,4.47,6.05,2144.72,-3347,-891.07,-1979.96
(주)웨이브일렉트로닉스,095270,2020/12,25.51,-88.97,-39.97,-134.16,74.49,138.34,0,-36.3,0,5.09,5.23,2362.56,-2128,-164.22,-905.8
(주)웨이브일렉트로닉스,095270,2021/12,30.14,156.4,74.82,111.35,69.86,89.74,0,75.63,0,1.57,2.47,2452.88,3907,-812.65,251.56
(주)웨이브일렉트로닉스,095270,2022/12,19.54,-20.85,-9.16,-11.12,80.46,106.06,0,-9.45,0,-0.54,-1.66,2750.47,-579,-567.72,-166.59
(주)웰크론,065950,2011/12,30.99,-4.2,-2.35,-5.11,69.01,102.16,1.72,0.16,0.66,4.12,4.65,2911.61,-145,182.85,41.41
(주)웰크론,065950,2012/12,31.76,-3.04,-1.78,-3.51,68.24,100.8,2.13,0.36,0.48,3.46,4.33,2700.1,-84,429.35,-21.49
(주)웰크론,065950,2013/12,32.34,-1.22,-0.81,-1.58,67.66,99.29,1.45,0.85,0.44,2.41,3.44,3023.93,-37,171.51,21.34
(주)웰크론,065950,2014/12,36.76,1.66,1.19,2.2,63.24,95.69,1.45,2.47,0.68,1.75,2.77,3056.56,53,382.34,131.8
(주)웰크론,065950,2015/12,43.02,3.35,2.49,4.33,56.98,94.52,2.38,3.32,0.89,1.14,1.95,3102.6,105.45,188.05,169.98
(주)웰크론,065950,2016/12,44.43,0.96,0.8,1.38,55.57,97.14,4.44,1.44,0.87,0.76,1.52,3630.56,34.74,-11.56,103.84
(주)웰크론,065950,2017/12,42.52,-1.72,-1.43,-2.68,57.48,97.94,2.8,-0.54,0.89,1.03,1.9,3909.18,-67,101.85,80.49
(주)웰크론,065950,2018/12,43.74,3.01,2.43,4.81,56.26,94.47,2.24,3.68,0.74,1.55,2.53,4091.44,123,567.01,226.19
(주)웰크론,065950,2019/12,45.17,-6.06,-4.78,-9.24,54.83,93.26,2.49,-3.79,0.67,1.19,2.06,3657.62,-230,144.59,246.65
(주)웰크론,065950,2020/12,44.75,6.9,6.41,11.82,55.25,85.67,1.83,7.18,0.41,0.87,1.68,4380.94,302,832.91,627.99
(주)웰크론,065950,2021/12,46.1,8.59,6.69,11.87,53.9,89.01,2.6,7.44,0.45,1.06,1.73,3899.2,340,436.58,428.58
(주)웰크론,065950,2022/12,42.5,2.49,1.93,3.33,57.5,94.29,2.48,2.94,1,1.25,2.39,3928.48,101,351.04,224.3
(주)웰크론한텍,076080,2011/12,25.92,8.35,4.63,6.87,74.08,89.45,0.17,5.88,1.88,2.41,3.82,2448.18,254,226.97,301.58
(주)웰크론한텍,076080,2012/12,15.93,8.53,7.7,11.27,84.07,89.77,0.2,7.51,1.14,-0.23,-0.6,3986.79,404,1340.44,408.04
(주)웰크론한텍,076080,2013/12,12.51,8.26,8.73,12.52,87.49,92.25,0.04,8.06,0.84,-0.66,-2.23,5366.35,443,-578.69,415.87
(주)웰크론한텍,076080,2014/12,-3.14,-6.83,-5.65,-8.05,103.14,108.32,0.02,-5.92,1.16,-0.3,-0.92,4202.9,-287,-455.1,-349.57
(주)웰크론한텍,076080,2015/12,5.94,-1.89,-1.83,-2.76,94.06,97.82,0.02,-1.55,1,0.29,0.85,4877.45,-92,601.38,106.2
(주)웰크론한텍,076080,2016/12,4.48,-2.21,-1.98,-3.4,95.52,99.84,0.01,-1.78,1.06,0.21,0.47,4943.02,-109,69.86,7.8
(주)웰크론한텍,076080,2017/12,7.55,1.8,2.72,5.03,92.45,95.35,0,2.44,0.37,-0.19,-0.62,9507.99,169,474.46,441.7
(주)웰크론한텍,076080,2018/12,3.83,-3.84,-5.88,-11.42,96.17,98.26,0,-6.88,0.01,-0.62,-2.05,9431.84,-362,-339.63,164.56
(주)웰크론한텍,076080,2019/12,5.21,2.15,4.01,8.25,94.79,97.24,0,3.91,0.09,-0.05,-0.19,11689.86,258,756.54,323
(주)웰크론한텍,076080,2020/12,4.37,0.11,0.16,0.34,95.63,97.93,0,-0.15,0.29,-0.2,-0.58,10054.91,11,874.31,207.93
(주)웰크론한텍,076080,2021/12,2.52,0.44,0.87,1.79,97.48,100.05,0,0.76,0.19,-0.05,-0.21,12805.54,59,-1078.47,-6.25
(주)웰크론한텍,076080,2022/12,2.61,-0.3,-0.6,-1.47,97.39,99.46,0,-0.54,0.17,0.03,0.1,15678.9,-48,1038.48,85.23
(주)웹솔루스,160350,2011/12,,,,,,,,,,,,,,,
(주)웹솔루스,160350,2012/12,,,,,,,,,,,,,,,
(주)웹솔루스,160350,2013/12,,,,,,,,,,,,,,,
(주)웹솔루스,160350,2014/12,-4.24,-25.31,-23.31,0,104.24,131.06,0,-21.04,1.13,1.83,2.23,3885.35,-983,-541.19,-1206.72
(주)웹스,196700,2011/12,,,,,,,,,,,,,,,
(주)웹스,196700,2012/12,,,,,,,,,,,,,,,
(주)웹스,196700,2013/12,24.97,11.09,11.19,23.21,75.03,87.03,0.08,13.16,0,2.17,3.79,125280.97,778,20344.34,16247.87
(주)웹스,196700,2014/12,32.58,11.94,10.35,19.63,67.42,84.7,0.06,11.92,0,2.06,3.32,5481.23,783,739.99,838.38
(주)웹스,196700,2015/12,32.8,9.64,5.75,9.14,67.2,87.66,0.19,6.61,0,1.59,2.31,4874.87,493,788.86,601.72
(주)웹스,196700,2016/12,31.9,7.31,3.34,4.97,68.1,92.4,0.15,3.72,4.43,0.89,1.14,3884.23,284,659.43,295.19
(주)웹스,196700,2017/12,27.97,-2.63,-1.26,-1.96,72.03,94.29,0.31,-1.01,3.93,0.55,0.69,4305.01,-113,373.13,245.97
(주)웹스,196700,2018/12,26.54,-0.09,-0.04,-0.06,73.46,94.13,0.28,0.03,3.14,0.19,0.19,3972.69,-2,267.85,233.21
(주)웹스,196700,2019/12,25.04,-0.84,-0.35,-0.58,74.96,93.26,0.01,-0.35,2.63,0.01,0.01,1965.48,-16,350.73,132.41
(주)웹스,196700,2020/12,26.9,-3.11,-1.29,-2.21,73.1,91.83,0.18,-1.4,2.72,-0.27,-0.25,1959.53,-61,130.96,160.18
(주)웹스,196700,2021/12,22.99,-11.03,-5.3,-9.11,77.01,93.66,0.16,-5.43,2.14,-0.24,-0.32,2149.09,-241,359.82,136.24
(주)웹스,196700,2022/12,21.13,-14.23,-7.39,-12.83,78.87,96.84,0.5,-7.59,1.47,-0.33,-0.48,2237.65,-318,351.38,70.61
(주)웹젠,069080,2011/12,0,25.14,7.71,10.72,0,100.39,3.38,-6.54,0,-52.95,-50.77,1270.03,381,901.01,40.6
(주)웹젠,069080,2012/12,0,-1.89,-0.5,-0.65,0,97.73,4.76,-6.62,0,-29.25,-27.13,1148.45,-26,323.02,61.86
(주)웹젠,069080,2013/12,0,27.41,7.81,9.16,0,88.99,4.3,1.79,0,-24.41,-40.65,1269.92,393,208.31,139.83
(주)웹젠,069080,2014/12,0,13.73,4.82,5.4,0,77.29,3.02,4.51,0,-1.02,-2.8,1630.16,252,201.36,370.24
(주)웹젠,069080,2015/12,0,24.12,25.04,31.17,0,68.21,7.45,24.39,0,-0.85,-3.3,6574.95,1769,2812.11,2089.9
(주)웹젠,069080,2016/12,0,20.94,15.07,19.47,0,73.49,7.31,13.7,0,-2.45,-6.06,5986.65,1402,1359.28,1586.78
(주)웹젠,069080,2017/12,0,20.39,10.17,12.37,0,71.29,4.19,8.69,0,-3.99,-8.35,4507.2,1035,1054.83,1294.01
(주)웹젠,069080,2018/12,0,21.63,12.48,15.26,0,66.5,6.1,10.89,0,-4.42,-8.75,5950.71,1452,2358.6,1993.69
(주)웹젠,069080,2019/12,0,25.4,10.69,12.8,0,65.72,6.13,8.68,0,-7.33,-12.2,4837.8,1395,731.05,1658.29
(주)웹젠,069080,2020/12,0,26.49,16.09,19.33,0,63.66,5.61,14.8,0,-3.27,-7.72,8155.95,2480,3742.06,2964.03
(주)웹젠,069080,2021/12,0,30.39,15.27,18.76,0,62.59,4.59,13.86,0,-4.43,-7.59,8108.49,2867,2547.47,3033.46
(주)웹젠,069080,2022/12,0,32.99,12.94,15.09,0,60.35,5.3,11.07,0,-8.13,-13.18,6954.93,2731,1509.23,2757.96
(주)위너지스,026260,2011/12,43.46,-24.46,-7.81,-18.49,56.54,94.47,0,-5.11,0,6.21,4.67,289.5,-105,-228.05,16.01
(주)위너지스,026260,2012/12,41.06,-229.65,-65.77,-136.28,58.94,146.75,0,-61.28,0,4.75,8.68,156.14,-473,-24.82,-72.99
(주)위너지스,026260,2013/12,14.01,-85.62,-22.06,-37.24,85.99,129.36,0,-19,0,5.63,7.5,176.93,-660,-90.34,-51.95
(주)위너지스,026260,2014/12,2.9,-332.3,-63.17,-76.54,97.1,194.11,0,-62.82,0,0.41,2.02,244.16,-810,-452.78,-229.77
(주)위너지스,026260,2015/12,35.1,-79.48,-53.28,-73.11,64.9,94.89,0.54,-53.56,0,-0.23,-1.02,681.79,-548,-146.48,34.84
(주)위너지스,026260,2016/12,24.73,-981.2,-172.06,-540.76,75.27,261.49,1.12,-164.8,0,3.43,10.65,190.95,-1816,-224.65,-308.37
(주)위너지스,026260,2017/12,46,-229.24,-32.56,-77.11,54,256.09,8.75,-24.26,0,12.83,14.36,107.43,-224,-224.59,-167.68
(주)위노바,039790,2011/12,21.17,2.92,2.04,6.02,78.83,96.19,0.13,4.94,0,4.07,4.38,2006.2,64,-197.91,139.58
(주)위노바,039790,2012/12,19.56,-10.66,-5.34,-13.4,80.44,105.39,0.08,-2.88,0,4.27,4.09,1189.39,-139,119.94,-64.12
(주)위노바,039790,2013/12,-3.87,-66.04,-23.44,-46.93,103.87,140.18,0.13,-21.89,0,2.69,3.1,607.35,-409,-64.47,-244.04
(주)위노바,039790,2014/12,7.2,-99.43,-29.59,-56.26,92.8,148.33,0.69,-28.62,0,1.9,2.03,229.94,-238,-58.24,-111.12
(주)위노바,039790,2015/12,34.02,9.6,2.96,4.62,65.98,95.87,0.44,3.69,0,2.16,2.03,196.31,21,-11.5,8.11
(주)위노바,039790,2016/12,11.7,-172.97,-62.24,-79.82,88.3,118.99,0.85,-60.91,0,1.31,6.05,198.66,-305,-57.85,-37.72
(주)위니아,071460,2011/12,26.64,3.35,4.53,40.03,73.36,95.13,6.08,5.73,2.04,0.92,1.35,22602.45,757,1813.44,1212.74
(주)위니아,071460,2012/12,28.46,3.83,4.96,30.41,71.54,94.63,5.83,5.74,2.45,0.63,0.94,20218.08,775,53.84,1084.96
(주)위니아,071460,2013/12,28.07,2.75,4.43,20.92,71.93,95.84,7.11,5.38,1.68,0.61,1.21,24585.48,676,1437.49,1021.63
(주)위니아,071460,2014/12,22.24,-4.7,-7.02,-35.77,77.76,105.12,7.14,-5.92,2.14,0.69,1.37,22700.25,-1067,-1066.74,-1162.76
(주)위니아,071460,2015/12,25.64,1.5,2.87,14.82,74.36,97.7,4.85,3.71,1,0.44,1.04,24415.76,367,893.49,561.89
(주)위니아,071460,2016/12,26.12,0.78,1.43,4.88,73.88,98.04,5.6,2.39,0.98,0.52,1.35,21475.76,167,-1025.67,420.02
(주)위니아,071460,2017/12,26.76,0.4,0.66,2.13,73.24,98.72,4.54,1.68,0.6,0.63,1.48,13441.61,54,526.26,171.76
(주)위니아,071460,2018/12,19.38,-3.44,-5.76,-20.85,80.62,101.37,2.49,-4.15,0.81,0.92,2.23,14526.41,-505,-153.25,-199.63
(주)위니아,071460,2019/12,18.99,0.68,1.34,5.58,81.01,98.57,1.91,3.11,0.73,0.88,2.33,16906.81,116,427.63,241.83
(주)위니아,071460,2020/12,20.86,1.04,1.89,7.73,79.14,96.87,1.89,3.28,0.81,0.77,1.84,16589.02,175,881.74,519.39
(주)위니아,071460,2021/12,22.57,0.19,0.32,1.44,77.43,97.97,2.32,1.47,0.58,0.65,1.47,19847.9,37,-2254.57,402.31
(주)위니아,071460,2022/12,18.08,-12.98,-14.73,-109.13,81.92,113.14,2.37,-12.89,0.71,1.34,2.12,15759.83,-2068,-131.56,-2071.57
(주)위니아에이드,377460,2016/12,,,,,,,,,,,,,,,
(주)위니아에이드,377460,2017/12,6.54,0.45,1.04,61.45,93.46,98.87,1,2.27,0,0.54,1.26,1004020.88,4504,55827.42,11354.13
(주)위니아에이드,377460,2018/12,11.08,2.19,8.63,132.22,88.92,97.06,2.19,9.73,0,0.29,1.17,2255119.3,21809,154440.13,66339.84
(주)위니아에이드,377460,2019/12,11.47,3.11,8.76,37.65,88.53,95.73,1.79,9.54,0,0.29,1.01,1108420.36,14148,70472.26,47319.88
(주)위니아에이드,377460,2020/12,13.45,5.95,13.96,41.85,86.55,92.47,1.14,14.55,0,0.27,0.88,419972.2,24981,34547.37,31611.35
(주)위니아에이드,377460,2021/12,12.7,5.12,10.53,28.97,87.3,92.92,0.95,10.92,0,0.2,0.61,488134.34,2501,49303.26,34554.63
(주)위니아에이드,377460,2022/12,12.15,3.61,4.92,10.3,87.85,94.93,0.77,5.21,0,0.23,0.56,34070.81,1231,-4666.08,1727.46
(주)위닉스,044340,2011/12,8.06,-2.96,-4.15,-6.77,91.94,99.31,0.14,-5.02,0,-0.59,-2.26,10389.85,-308,-131.55,89.22
(주)위닉스,044340,2012/12,10.08,3.23,5.12,7.89,89.92,97.68,0.36,5.9,0,0.5,2.22,10906.6,361,898.85,252.69
(주)위닉스,044340,2013/12,17.83,6.71,12.81,20.52,82.17,91.19,2.61,13.37,0,0.31,1.49,15616.23,1049,539.69,1375.42
(주)위닉스,044340,2014/12,22.56,1.45,1.53,3.1,77.44,96.7,7.59,3.06,0,1.45,3.01,14107.36,216,-4482.62,465.06
(주)위닉스,044340,2015/12,18.88,-7.12,-4.4,-9.38,81.12,107.75,2.86,-5.81,0,-1.98,-2.65,8911.34,-678,2264.91,-690.75
(주)위닉스,044340,2016/12,20.87,-8.62,-7.06,-14.59,79.13,98.78,0.92,-5.47,0,1.84,3.09,10086.97,-929,1314.32,123.12
(주)위닉스,044340,2017/12,25.29,5.81,6.53,12.83,74.71,91.77,2.22,7.31,0,0.73,1.59,12727.06,793,1692.61,1047.78
(주)위닉스,044340,2018/12,27.87,6.8,9.94,17.63,72.13,92.61,4.89,10.61,0,0.48,1.53,15775.97,1177,2004.86,1165.44
(주)위닉스,044340,2019/12,33.37,12.12,17.68,29.79,66.63,85.01,3.18,18.02,0,0.27,0.83,18628.77,2470,2333.14,2792.16
(주)위닉스,044340,2020/12,29.98,11.03,14.28,23.55,70.02,84.65,2.01,14.98,0,0.62,1.78,20299.27,2450,1268.13,3115.01
(주)위닉스,044340,2021/12,24.6,1.69,1.71,2.91,75.4,97.64,5.46,4.98,0,3.16,7.92,17672.74,336,-891.58,417.83
(주)위닉스,044340,2022/12,16.96,1.51,0.91,1.58,83.04,98.6,2.42,2.12,0,1.9,2.87,10502.03,179,905.18,146.58
(주)위다스,056810,2011/12,25.92,-57.13,-20.42,-32.41,74.08,157.3,0.22,-19.97,17.71,0.78,1.23,563.49,-366,-309.54,-305.24
(주)위다스,056810,2012/12,10.04,-53.89,-58.91,-179.93,89.96,123.99,0.48,-57.12,4.67,1.08,2.66,1584.78,-870,-152.45,-380.23
(주)위드텍,348350,2011/12,,,,,,,,,,,,,,,
(주)위드텍,348350,2012/12,,,,,,,,,,,,,,,
(주)위드텍,348350,2013/12,,,,,,,,,,,,,,,
(주)위드텍,348350,2014/12,,,,,,,,,,,,,,,
(주)위드텍,348350,2015/12,,,,,,,,,,,,,,,
(주)위드텍,348350,2016/12,,,,,,,,,,,,,,,
(주)위드텍,348350,2017/12,,,,,,,,,,,,,,,
(주)위드텍,348350,2018/12,,,,,,,,,,,,,,,
(주)위드텍,348350,2019/12,38.7,19.17,13.79,22.12,61.3,78.59,0.1,13.43,0,-0.62,-0.96,567687.8,111249,169331.87,121520.71
(주)위드텍,348350,2020/12,37.59,15.47,8.64,12.24,62.41,83.92,0.15,8.44,0,-0.41,-0.68,534498.53,2013,42372.44,85946.28
(주)위드텍,348350,2021/12,33.12,16.17,9.08,11.67,66.88,86.97,0.02,8.79,0,-0.59,-1.32,6607.95,1068,882.43,861.3
(주)위드텍,348350,2022/12,40.76,16.67,8.76,11.47,59.24,80.27,0.1,7.78,0,-2.08,-4.16,6999.04,1174,2221.03,1380.89
(주)위메이드,112040,2011/12,94.45,33.16,9.14,9.99,5.55,72.53,1.19,7.73,0,-6.28,-16.48,9744.04,3365,2884.98,2801.5
(주)위메이드,112040,2012/12,95.63,9.67,2.82,2.99,4.37,87.5,2.92,1.95,0,-3.22,-15.41,5315.15,520,1054.12,664.37
(주)위메이드,112040,2013/12,0,6.39,4.15,4.43,0,92.86,1.76,3.65,0,-0.79,-8.05,12625.57,814,1258.35,902.01
(주)위메이드,112040,2014/12,0,143.95,51.2,57.69,0,108.73,3.1,50.62,0,-1.1,-5.14,9205.92,13365,214.62,-803.34
(주)위메이드,112040,2015/12,0,-109.26,-22.57,-25.92,0,97.91,2.92,-22.83,0,-0.47,-2.02,6159.08,-6793,-172.21,128.53
(주)위메이드,112040,2016/12,0,-142.3,-18.9,-21.18,0,75.1,5.52,-19.02,0,-0.33,-1.15,3310.64,-4767,1258.45,824.42
(주)위메이드,112040,2017/12,0,22.28,2.62,2.94,0,66.8,20.5,1.9,0,-6.74,-6.69,2617.48,589,461.88,869.05
(주)위메이드,112040,2018/12,0,-163.3,-9.67,-10.49,0,84.03,1.32,-12.67,0,-17.72,-38.24,1166.15,-1935,-1963.15,186.23
(주)위메이드,112040,2019/12,0,-314.32,-21.7,-22.16,0,95.55,1.67,-24.67,0,-9.44,-145.6,1025.52,-3302,-150.64,45.59
(주)위메이드,112040,2020/12,0,-50.85,-8.31,-8.86,0,125.48,36.56,-11.39,0,-10.25,-49.82,2121.67,-1105,178.03,-540.54
(주)위메이드,112040,2021/12,0,158.93,75.93,86.4,0,96.69,9.38,72.61,0,-6.59,-27.39,12570.47,10198,1938.01,415.84
(주)위메이드,112040,2022/12,0,-62.7,-24.51,-30.44,0,154.42,16.69,-24.79,0,-0.36,-1.47,7151.91,-4532,-2496.74,-3891.93
(주)위메이드맥스,101730,2011/12,66.58,17.09,3.65,3.91,33.42,95.73,2.02,1.5,8.3,-10.41,-32.7,3071.71,553,797.01,154.56
(주)위메이드맥스,101730,2012/12,49.79,-56.25,-8.59,-9.14,50.21,138.29,4.94,-10.3,15.26,-6.65,-28.4,2139.81,-1268,-573.28,-819.42
(주)위메이드맥스,101730,2013/12,0,-64.55,-7.09,-7.51,0,184.21,1.29,-8.06,0,-4.57,-17.19,1372.56,-925,-736.21,-1155.86
(주)위메이드맥스,101730,2014/12,0,-4.85,-0.57,-0.61,0,152.67,0.16,-7.52,35.4,-36.27,-114.17,1300.79,-67,-334.32,-685.06
